GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOMCM,G16PRECCAS,G16PREOOTH,G16USSRKEN,G16USSRBOU,G16USSRFLE,G16USSRMAN,G16USSRDUK,G16USSRCRA,G16USSRCAO,G16USSRMAR,G16USSRPAT,G16USSDCAM,G16USSDFAY,G16USSDEDW,G16USSDLAN,G16USSDPEL,G16USSDWIL,G16USSDMEN,G16USSLCLE,G16USSLGIL,G16USSOLAN,G16USSOTAY,G16USSNBIL,G16USSNHEB,G16USSNMAR,G16USSNWEL,R16USSRKEN,R16USSDCAM
22047000022,22,047,000022,700.1272881631282,460.05216139162,14.370326864982705,5.536850626036322,1.0256550859739142,5.5175668794798485,3.869813564943883,325.6236106449229,117.25591458518122,80.02860921785,51.658552133279855,58.41611000906154,24.368060934279118,7.59122945928066,2.8114632877017054,0,216.18395140382825,135.05115029350435,39.15395428111139,19.574335460804082,0.062321721240018134,2.87825549051232,3.807491843703865,3.094847184204129,0.062321721240018134,0.01928374655647383,0,13.990524235697912,7.419077560546483,3.7021321477803024,1.8822269345101603,331.79458693964665,206.62387120348606
22047000023,22,047,000023,25.360189573459717,149.5165876777251,0.04739336492890995,1.018957345971564,0.00315955766192733,1.018957345971564,0.01263823064770932,17.09636650868878,3.3949447077409163,7.268562401263823,0.17377567140600317,1.1990521327014219,1.0821484992101105,1.0252764612954186,0.009478672985781991,0,62.7172195892575,43.44549763033175,9.12954186413902,10.063191153238545,1,1.0094786729857819,0.01263823064770932,0.009478672985781991,0,0,0,1.04739336492891,0.02527646129541864,1.0126382306477093,0.00631911532385466,10.121642969984201,54.6824644549763
22047000024,22,047,000024,279.3004404746464,260.36000866024006,6.373035004149698,0.052132701421800945,0.008688783570300158,0.052132701421800945,3.8626032355470237,137.8049237464297,42.093735312810395,36.73687298303377,11.004465374847522,15.90368594206867,11.709452676625272,4.85432039514468,0.9830283760273562,0,106.00478439163768,73.08707072629943,28.609069959255983,9.74339592457056,0.9569620253164557,2.8969524266602678,2.9056412102305678,4.354845550673185,0.9569620253164557,0,0,3.5021489282003313,1.026472293878857,0.9917171595976564,0.974339592457056,109.07577291134548,103.03832169641503
22047000025,22,047,000025,596.8747201544232,43.46990934356469,5.837714760213261,4.87005977369035,3.9049842072600294,0.051546391752577324,0.0661491022441795,299.33645596325886,54.95599658384291,50.03472926212216,27.490021582320466,58.49450425240718,18.68182599398782,0.03178484107579462,0.03436426116838488,2.9029649595687332,35.28110225622768,33.54336577985046,4.904424034858735,2.9519319312287204,0,0,0.03436426116838488,3.870619946091644,0.9994398275987058,0,0.03178484107579462,9.838053490700673,6.048185357344812,0.06356968215158924,1.0509862193512831,227.99970019962612,19.406886698581207
22047000026,22,047,000026,346,20,4,0,0,0,1,183,39,22,25,34,5,2,0,0,11,22,5,0,1,0,0,0,1,1,0,2,0,1,0,135,11
22047000027,22,047,000027,282.14696305209384,26.193903718621268,0.6793636763144856,0.6809195776258881,0,0,0.6824754789372907,134.9771013042977,39.34396897640686,26.462509448725484,21.019820531652588,19.665760882957823,3.3905947763268176,0.6793636763144856,0.001555901311402534,0,17.13812613769099,23.869526848379746,0.7027021959855235,0.6933667881171084,0.001555901311402534,0.006223605245610136,0,0.0046677039342076015,0.677807775003083,0,0.677807775003083,2.7221224091921497,4.066846650018498,1.3587273526289712,0.677807775003083,149.84686301895763,11.787235397990843
22047000028,22,047,000028,435.70928757443244,270.0565177945753,6.069045098348419,3.0790566376790176,3,1,4.089068177009616,243.34837060438232,49.6241772096456,52.4825165096458,42.88009802620545,32.772042447500404,2.3051793344197047,2.0690450983484197,0.0100115393305983,0,138.71726985243973,85.007259262699975,16.219218188307394,11.159148952323804,1.0100115393305982,2.040046157322393,1,4.030034617991795,0.059033559017821285,0,1.0590335590178213,2.3062150113854734,3.3542013541069275,1.138090196696839,0.059033559017821285,191.37679734084824,137.70553218950468
22047000029,22,047,000029,392.25151115977326,186.79220534632543,5.231373824903302,1.231373824903301,1,1,1.231373824903301,199.04339115575692,52.41968184439146,39.02357917122874,34.17258857200233,22.70984092219573,14.156869124516506,2.2313738249033013,1,0,77.78434562258253,74.09808387161554,12.231373824903303,10.2313738249033,2,1,0,1,0.23137382490330105,0,0.23137382490330105,7.925495299613204,6.388242949419807,0.4627476498066021,0.23137382490330105,168.13361530362954,92.93335502335611
22047000031,22,047,000031,128.95680632077907,278.8506273467137,1.1420713733741716,2.1048974637294755,0.10242587601078167,0,2.9652976780739975,66.98789426228858,21.151400513305536,19.072109518578756,5.633537459862772,7.441377027307024,1.474955470409212,0.9884325593579991,0.9884325593579991,0.07681940700808625,123.46186377548624,93.75767405674087,15.942953294741464,9.961145000588077,0.9884325593579991,3.9537302374319965,0,3.067723554084779,0.025606469002695417,0,0,7.1750926055329485,0.1536388140161725,1.9768651187159982,0.025606469002695417,38.40533645342313,168.52005800191105
22047000032,22,047,000032,84.48979591836735,613.0204081632653,1.8775510204081634,0.9387755102040817,0.9387755102040817,0,2.816326530612245,81.6734693877551,17.836734693877553,6.571428571428571,6.571428571428571,8.448979591836736,0.9387755102040817,2.816326530612245,0,0,284.44897959183675,157.71428571428572,44.12244897959184,18.775510204081634,3.7551020408163267,7.510204081632653,2.816326530612245,0,0,0,2.816326530612245,14.081632653061225,0.9387755102040817,3.7551020408163267,0.9387755102040817,43.183673469387756,285.38775510204084
2204700013C,22,047,00013C,17,160,1,1,0,0,1,13,3.0000000000000004,4,1,1,1,0,2,0,59,43,17,10,1,3.0000000000000004,0,0,0,0,0,1,3.0000000000000004,0,0,6.000000000000001,68
2204700014A,22,047,00014A,32.67274517424537,253.4519324610269,5.333597616271538,1.5003964244073065,0.16679880813576886,0,1.2223984108476917,16.22477695729153,17.556788875933844,5.056392451526536,0.44479682169538365,6.611595629831152,2.055599602711923,1.1667988081357688,2,1,88.50277497085115,56.946778943731914,18.889593643390768,23.889593643390768,1.1667988081357688,1.055599602711923,0.055599602711922956,1.1667988081357688,0,0,0,4.166798808135769,2.166798808135769,0.055599602711922956,0,20.669573778986916,95.28037656000345
2204700015B,22,047,00015B,126.00331674958541,72.13930348258707,3.8474295190713104,0,1.9237147595356552,0,0.9618573797678276,72.13930348258707,15.389718076285241,11.542288557213931,3.8474295190713104,11.542288557213931,0.9618573797678276,0,1.9237147595356552,0,32.70315091210614,19.23714759535655,6.733001658374793,5.7711442786069655,0.9618573797678276,0,1.9237147595356552,2.8855721393034828,0,0.9618573797678276,0,3.8474295190713104,0,0.9618573797678276,0,69.25373134328358,31.741293532338307
22049000001,22,049,000001,92,3,0,0,0,0,0,32,11,30,7,6,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1
22049000002,22,049,000002,478,10,9,2,6,0,0,201,12,161,35,23,1,7,0,0,17,15,1,0,0,1,0,3,0,0,0,0,0,0,0,229,9
22049000003,22,049,000003,349,14,4,0,0,0,0,124,26,102,41,28,6,4,0,0,18,1,0,2,0,0,0,0,0,0,0,0,0,1,0,143,11
22049000004,22,049,000004,304,88,3,0,4,0,5,111,27,103,23,19,5,2,0,0,49,29,3,4,2,3,2,1,2,0,0,1,0,0,0,138,48
22049000005,22,049,000005,109,175,0,2,0,3,0,53,11,23,6,11,1,0,0,0,81,64,1,10,2,0,0,0,1,0,0,1,0,0,0,49,101
22049000006,22,049,000006,382,30,5,0,1,0,2,147,26.000000000000004,97,26.000000000000004,15,13.000000000000002,1,0,0,41,17,3,3,0,0,0,1,1,2,0,3,0,0,0,147,17
22049000007,22,049,000007,72,1,0,0,0,0,0,21,4,20,0,8,0,0,0,0,6,4,0,0,0,0,0,3,0,0,0,0,2,0,0,21,1
22049000008,22,049,000008,218.91466563491477,87.76308667345681,1.972204194909142,1.972204194909142,0,0,1.972204194909142,68.04104472436539,14.791531461818565,80.86037199127482,14.791531461818565,14.791531461818565,3.944408389818284,0.986102097454571,0.986102097454571,0,38.45798180072827,37.4718797032737,3.944408389818284,4.930510487272855,0,0,0,0,0,0,0,2.958306292363713,0,0.986102097454571,2.958306292363713,95.65190345309338,41.416288093091985
22049000009,22,049,000009,129.54367346938776,143.21795918367346,4.0048979591836735,0.004897959183673469,1,0,0.004897959183673469,49.16897959183673,8.03673469387755,46.20081632653061,2.036734693877551,8.03673469387755,1.0097959183673468,1.0024489795918368,0.0024489795918367346,0,66.09551020408163,52.093061224489794,3.0097959183673466,9.012244897959183,2,2.9999999999999996,2,0,0,0,0,4.00734693877551,2,0.0024489795918367346,0.007346938775510204,58.23755102040816,78.10285714285715
22049000010,22,049,000010,531,17,9,2,4,2,0,232,41,155,22,27,7,5,0,0,30,19,3,0,0,0,0,0,1,0,0,3,1,0,0,199,11
22049000011,22,049,000011,601.5938663488611,20.343753934502548,14.531252810358962,0.9687501873572641,0.9687501873572641,0,0,241.21879665195877,68.78126330236576,156.9375303518768,37.781257306933306,37.781257306933306,5.812501124143585,3.8750007494290566,0,0,37.781257306933306,15.500002997716226,0,1.9375003747145283,0,0.9687501873572641,1.9375003747145283,3.8750007494290566,0,0,0,2.9062505620717927,0,0.9687501873572641,0,271.25005246003394,19.375003747145282
22049000013,22,049,000013,186,223,0,1,0,0,2,80,9,65,7,16,5,0,4,0,149,47,10,10,1,0,2,0,0,0,0,2,0,3,0,63,84
22049000015,22,049,000015,112,45,1,0,3,4,0,43,4,35,4,11,6,1,0,0,30,12,4,7,0,0,0,0,0,0,0,2,0,0,0,47,25
22049000016,22,049,000016,6,129,4,0,0,0,0,4,3,0,0,0,0,0,0,0,83,28,3,9,0,0,0,1,0,0,0,1,1,0,0,1,79
22049000017,22,049,000017,73,31,1,0,0,0,2,18,3,24,4,8,1,1,0,0,26,6,3,0,1,1,0,0,1,0,0,1,0,0,0,31,16
22049000018,22,049,000018,250.99999999999997,66,5,3,1,0,4,90,20,68,15,23,7,2,3,0,50,23,1,7,0,3,0,3,0,0,2,1,1,0,0,90,24
22049000020,22,049,000020,4,68,1,1,0,0,0,2,0,1,0,0,0,0,0,0,33,15,4,2,0,0,2,3,0,0,0,2,0,0,0,3,47
22049000022,22,049,000022,205,115,3,0,0,1,3,88,15,61,15,13,4,2,0,2,71,28,7,3,1,1,0,0,0,0,0,4,0,0,0,105,35
22049000025,22,049,000025,401,132,1,0,1,3,0,186,18,100,17,21,11,4,0,0,81,55,5,10,0,1,0,1,0,1,2,2,0,5,0,162,68
2204900005A,22,049,00005A,89,3,2,0,0,0,0,35,11,29,6,1,4,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,25,0
2204900006A,22,049,00006A,0,42,0,0,0,0,0,0,1,0,0,0,0,0,1,0,14,15,3,2,0,0,0,1,0,0,0,1,0,0,0,0,20
2204900008A,22,049,00008A,43.540066235491956,5.018314842156685,0.02288347959902664,0.02288347959902664,0,0,0.02288347959902664,16.789480046166418,0.1716260969926998,11.938222663560092,4.1716260969927,2.1716260969927,0.04576695919805328,1.0114417397995132,0.01144173979951332,0,4.4462278521810195,0.4347861123815061,0.04576695919805328,0.0572086989975666,0,0,0,0,0,0,0,1.03432521939854,0,0.01144173979951332,0.034325219398539955,17.109848760552794,4.48055307157956
2204900010A,22,049,00010A,139.6708732305392,7.1241358097283785,0.08866843552027026,0.005911229034684684,1.0059112290346848,0,0,54.47189602963648,12.419697261462613,35.95761910361892,10.230537932352702,7.230537932352703,6.035467374208108,1.0236449161387386,0,0,6.230537932352703,6.094579664554955,0,2.0118224580693695,0,0.005911229034684684,0.011822458069369369,0.023644916138738738,0,0,0,3.017733687104054,0,0.005911229034684684,0,89.65514412971172,5.118224580693694
2204900011A,22,049,00011A,102.73526042059976,14.532110255769073,0.3800787541207671,0.02533858360805114,0.02533858360805114,0,0,41.309307318404734,2.799039436171631,37.10485054450428,3.9882047607139945,0.9882047607139943,1.1520315016483067,2.1013543344322043,0,0,6.9882047607139945,6.405417337728819,3,0.05067716721610228,0,1.025338583608051,0.05067716721610228,0.10135433443220455,0,0,0,0.07601575082415342,0,0.02533858360805114,0,47.094803410254315,4.5067716721610225
2204900013A,22,049,00013A,106,3,0,0,0,0,2,32,4,38,12,5,2,2,0,0,6,1,0,0,0,0,0,0,0,0,0,1,1,0,0,22,2
2204900017A,22,049,00017A,30,64,0,1,0,1,0,9,7,5,2,1,1,1,0,0,46,16,1,7,0,0,0,0,0,0,0,0,0,0,0,14,43
2204900019A,22,049,00019A,0,6.999999999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2204900020A,22,049,00020A,9,433,3,5,1,1,0,21,4,8,0,2,4,1,0,3,196,88,28,19,1,5,0,3,3,0,0,12,0,1,0,5,152
2204900025A,22,049,00025A,100,57,1,0,0,0,0,28,12,27,4,13,7,1,0,0,20,25,3,7,1,1,1,0,0,0,0,0,0,0,0,36,24
2204900025B,22,049,00025B,30,24,1,0,0,0,0,10,0,8,1,1,5,1,0,0,11,9,3,2,0,0,0,0,1,0,0,0,0,0,0,6,14
220490019AI,22,049,0019AI,14,81,0,0,0,1,0,7,1,6,0,2,1,0,0,0,37,16,3,12,0,0,0,0,0,0,0,2,1,0,0,3,43
22051000001,22,051,000001,885.0000000000001,172,43,5,5,0,7,500,186,128,57,18,11,29,3,4,50,70,6,3,3,0,4,6,1,0,0,6,3,0,0,526,61
22051000002,22,051,000002,545,130,16,4,7,3,2,322,94,62,32,22,6,35,3,0,38,62,8,8,4,0,2,1,0,0,0,1,3,0,0,291,55
22051000003,22,051,000003,429,141,28,4,5,1,0,249,136,58,13,8,4,16,2,3,36,61,7,2,0,2,0,1,4,0,0,0,0,1,2,269,45
22051000004,22,051,000004,383,151,13,5,0,0,0,211,78,66,28,8,5,17,0,0,59,61,0,0,1,0,0,4,0,2,0,1,0,0,2,209,61
22051000005,22,051,000005,406,123,24,0,8,1,2,222,120,60,21,13,9,13,0,0,39,36,6,6,0,2,0,0,1,0,0,1,1,0,0,235,46
22051000007,22,051,000007,436,168,25,8,6,0,3,224,92,66,29,19,5,23,1,0,48,92,3,3,0,0,3,4,1,0,0,10,0,0,0,198,64
22051000008,22,051,000008,278.54521406674064,132.46775652685383,14.51701441390179,4.53656700434431,3.6292536034754477,0.9073134008688619,0,153.33596474683767,71.6777586686401,34.47790923301675,16.331641215639515,8.165820607819757,1.8146268017377238,8.165820607819757,0,2.7219402026065858,44.45835664257424,43.55104324170537,5.4438804052131715,2.7219402026065858,0,1.8146268017377238,3.6292536034754477,3.6292536034754477,0,0,0,4.53656700434431,4.53656700434431,0.9073134008688619,0,146.98477094075562,64.4192514616892
22051000009,22,051,000009,384.02621228667414,308.010740960006,19.74427826666705,19.74427826666705,0,0,1.974427826666705,197.4427826666705,72.06661567333474,46.39905392666757,41.46298436000081,20.731492180000405,7.89771130666682,15.79542261333364,0.9872139133333525,0,105.63188872666872,109.58074438000213,27.641989573333873,23.693133920000463,2.961641740000058,1.974427826666705,6.910497393333468,5.923283480000116,0,0,0,6.910497393333468,0,0.9872139133333525,0,159.92865396000312,83.91318263333497
22051000010,22,051,000010,433.4547859332594,127.53224347314615,18.48298558609821,9.46343299565569,1.3707463965245523,0.09268659913113807,0,252.66403525316233,78.3222413313599,43.52209076698325,32.668358784360485,17.834179392180243,2.185373198262276,17.834179392180243,1,0.2780597973934142,38.54164335742576,65.44895675829463,1.5561195947868285,6.278059797393414,0,0.18537319826227613,4.370746396524552,4.370746396524552,3,0,0,5.46343299565569,0.4634329956556903,1.092686599131138,0,214.01522905924438,49.5807485383108
22051000011,22,051,000011,417.97378771332586,254.989259039994,19.255721733332948,10.25572173333295,6,1,2.0255721733332948,216.55721733332948,83.93338432666526,49.60094607333243,43.53701563999919,21.268507819999595,12.102288693333179,22.204577386666358,0.012786086666647456,0,73.36811127333128,99.41925561999787,22.35801042666613,14.306866079999539,1.0383582599999424,3.0255721733332948,2.089502606666532,9.076716519999884,4,0,0,8.089502606666532,0,3.0127860866666474,0,167.07134603999688,71.08681736666503
22051000012,22,051,000012,663,221,24,8,6,1,4,360,204,85,37,22,7,36,1,2,55,71,3,6,0,2,2,4,3,0,0,3,3,1,0,374,80
22051000013,22,051,000013,715,208,41,7,10,1,0,359,152,103,40,43,5,29,1,2,65,96,7,14,3,0,0,15,1,0,0,7,5,3,0,394,92
22051000014,22,051,000014,322,77,13,2,4,0,0,173,74,38,16,12,4,14,0,0,24,43,3,2,0,0,0,4,0,0,0,0,0,0,0,187,40
22051000015,22,051,000015,253,90,8,5,1,0,2,158,37,38,15,8,0,13,4,0,26,37,3,0,0,0,2,1,0,2,0,2,3,1,0,124,28
22051000016,22,051,000016,307,94,12,2,7,0,3,165,78,30,15,14,5,13,3,0,18,59,3,5,1,0,0,5,4,0,0,2,0,1,0,180,24
22051000017,22,051,000017,862,237,30,12,7,1,3,460,175,97,54,41,6,34,3,2,73,124,8,5,5,2,4,5,1,0,4,6,1,3,0,455,103
22051000018,22,051,000018,600,213,16,10,1,3,0,345,110,68,40,27,8,23,1,2,60,89,7,6,3,3,6,7,0,0,0,7,1,3,0,285,61
22051000019,22,051,000019,281,103,9,4,4,1,2,153,57,28.999999999999996,15,16,2,16,0,0,33,47,2.9999999999999996,2,1,2,2.9999999999999996,5,0,0,0,1,2.9999999999999996,0,2,166,41
22051000020,22,051,000020,198,55,7,4,4,0,2,115,35,32,11,9,1,7,1,0,13,30,1,3,0,0,0,0,1,0,0,3,0,0,0,107,18
22051000021,22,051,000021,352.98363811357075,126.13282001924927,15.060635226179018,4.7064485081809435,2.823869104908566,0.9412897016361886,6.589027911453321,203.31857555341674,65.8902791145332,34.82771896053898,25.414821944177092,6.589027911453321,3.7651588065447545,15.060635226179018,0.9412897016361886,0,41.4167468719923,54.59480269489894,11.295476419634264,4.7064485081809435,0.9412897016361886,1.8825794032723773,1.8825794032723773,4.7064485081809435,3.7651588065447545,0,0,8.4716073147256985,0.9412897016361886,0,0,176.02117420596727,48.94706448508181
22051000022,22,051,000022,281.6807100834753,175.32864615421786,9.015043066478214,7.286328658234576,4.3145604561543385,0.5572065378900446,2.528751253337199,145.597932446635,51.375771632902065,35.4314198045398,20.801667693497144,17.601520313122894,2.657391971393711,11.729529832445428,1.1715078703535922,1.9715447154471544,71.83416083789366,65.37677128257167,8.772212759274694,6.6149325311975256,1.9144499208736514,0.7429420505200595,4.8146721994708805,1.1144130757800892,0.18573551263001487,0.18573551263001487,0,4.386106379637347,0,1.9144499208736514,0,131.98285495113495,56.60455852329697
22051000023,22,051,000023,197.51765251904487,326.4609740093464,15.629209077523845,4.222264899814353,3.180926317137187,0.02066929133858268,2.0904631585685935,95.02743902439025,43.69266532232251,24.69785064976634,12.425116829908456,10.458757441905128,6.158912681646502,6.554317905383778,0.11757409896933615,1.0491245758914283,81.41914730170923,135.66314576531593,33.4082885218616,17.193809615261507,4.076235516292171,6.062007874015748,6.104690800845017,6.248031496062992,0.06200787401574803,0,0,10.049124575891428,1.0826771653543308,3.0142276422764227,0.02066929133858268,75.17470872543372,55.23418795211574
22051000024,22,051,000024,886,208,38,6,11,0,2,449,225,129,59,31,5,29,5,3,59,90,8,6,1,0,4,7,4,0,0,5,0,1,0,527,104
22051000025,22,051,000025,845,268,34,6,3,1,7.000000000000001,457,212,110,62,31,7.000000000000001,31,0,8,78,125,6,3,0,0,2,8,4,0,1,5,1,1,0,529,126
22051000026,22,051,000026,594,342,23,7,7,3,5,346,152,82,31,21,8,38,1,0,103,118,15,8,3,2,3,8,3,0,0,11,0,1,0,310,117
22051000027,22,051,000027,420,517,19,22,5,0,2,236,104,45,31,19,9,20,8,0,171,179,39,29,4,3,7,6,1,0,3,11,0,3,0,226,142
22051000028,22,051,000028,251,147,14,5,3,3,4,126,57,33,22,9,8,14,1,0,52,57,11,8,1,0,2,4,0,0,0,3,1,1,0,150,45
22051000029,22,051,000029,204,143,20,9,4,0,2,122,27,29,15,9,4,14,1,0,45,71,10,6,1,2,0,5,4,0,0,5,0,0,0,99,58
22051000030,22,051,000030,586,188,28,2,3,0,2,322,126,66,50,16,6,20,3,0,74,79,10,5,0,1,2,2,3,2,0,6,1,1,0,343,116.99999999999999
22051000031,22,051,000031,456,151,27,5,1,0,0,207,99,82,42,12,9,14,3,0,42,59,7,16,1,0,2,5,1,1,0,1,0,1,0,230,41
22051000032,22,051,000032,535,156,28,8,7,0,3,274,116,63,55,16,2,30,4,0,43,80,4,2,0,1,0,6,1,0,0,5,1,1,0,341,73
22051000033,22,051,000033,314.0093676814988,134.192037470726,8.946135831381733,8.05152224824356,2.6838407494145198,0.8946135831381733,0,199.49882903981265,57.25526932084309,30.416861826697893,20.576112412177988,9.840749414519907,1.7892271662763466,7.156908665105386,0,0,43.83606557377049,70.67447306791568,3.578454332552693,1.7892271662763466,0,2.6838407494145198,0,3.578454332552693,0,0,0,2.6838407494145198,3.578454332552693,0.8946135831381733,1.7892271662763466,153.87353629976582,42.04683840749414
22051000034,22,051,000034,466.6699821216777,133.16825797442476,22.1180058560025,4.094404684802,6.08260409920175,1,4.03540175680075,222.076903065644,106.660832793614,69.4012199104085,50.41302049600875,27.2124105408045,5.01180058560025,17.20060995520425,0,3,33.3068152256065,71.50742518081074,4.0472023424009995,2.05900292800125,0.047202342400999873,0,0.03540175680074991,4.05900292800125,0,0,0,3.0236011712004998,0.011800585600249968,0.011800585600249968,2,253.9116948672405,48.46022283840975
22051000035,22,051,000035,307.3300178783223,97.83174202557525,9.8819941439975,7.905595315198,6.91739590079825,0,2.96459824319925,173.923096934356,55.339167206386,33.5987800895915,34.58697950399125,17.7875894591955,0.98819941439975,16.79939004479575,0,0,25.6931847743935,42.49257481918925,3.952797657599,4.94099707199875,3.952797657599,0,2.96459824319925,4.94099707199875,0,0,0,1.9763988287995,0.98819941439975,0.98819941439975,0,160.0883051327595,38.53977716159025
22051000036,22,051,000036,284,88,7,8,3,0,0,152,58,24,17,21,1,5,3,1,23,48,4,5,0,1,0,5,0,0,0,3,1,1,0,126,35
22051000037,22,051,000037,412,124,22,7,4,1,4,225,76,44,33,23,4,16,3,0,50,48,3,2,0,3,0,7,7,0,1,7,0,0,0,228,58
22051000038,22,051,000038,424.7278241091736,126.17437452615619,17.7710386656558,8.8855193328279,4.44275966641395,0,0.88855193328279,223.91508718726308,91.52084912812737,54.20166793025019,36.43062926459439,15.99393479909022,3.55420773313116,21.32524639878696,0,0,50.64746019711903,58.644427596664144,3.55420773313116,2.66565579984837,0.88855193328279,3.55420773313116,0,1.77710386656558,0.88855193328279,0,0.88855193328279,0,0,0,0,204.3669446550417,57.75587566338135
22051000039,22,051,000039,510,114,20,4,5,0,1,278,107,61,32,20,9,16,1,3,36,52,6,3,0,0,0,4,0,0,0,1,1,0,3,250,64
22051000040,22,051,000040,363,125,13,6,5,1,0,183,102,44,20,20,6,19,3,0,36,54,3,3,1,0,3,2,0,0,0,3,0,1,0,192,60
22051000041,22,051,000041,238.1001589825119,75.28616852146264,8.569157392686805,3.672496025437202,4.284578696343402,1.836248012718601,0.6120826709062003,139.55484896661366,61.20826709062003,24.483306836248012,15.914149443561207,9.793322734499204,0.6120826709062003,4.896661367249602,0.6120826709062003,0,18.974562798092208,30.604133545310017,0.6120826709062003,3.672496025437202,0,0,0,1.2241653418124006,0,0,0,5.508744038155803,0,0,0,128.53736089030207,29.379968203497615
22051000042,22,051,000042,483.89243013014163,220.58558454851766,26.56522794234317,9.010761653791468,12.845236280369237,1.8811146820816442,2.9597192449730723,270.67900155249066,114.89756050513505,71.15197919226928,26.216888236227476,25.486623379451743,3.834474626577769,15.80495552534231,1.2102084817636791,0,67.25814590923375,97.25015011558122,6.458740771391859,4.636984745767985,4.373776908023483,0.8747553816046966,1.7495107632093931,6.794193871550842,0,0,0,4.768588664640236,0,0,0,256.7680473151867,97.45399929686795
22051000043,22,051,000043,532.0925888701197,211.18265701010316,12.953860161116854,5.691904287423756,9.190578737116457,0.5351875598165738,3.3307441771848185,281.6236869358093,106.29332048194892,52.981639327260616,38.82757239931815,28.078680611366796,3.4986744496927007,25.436944213754316,0.1777088473301205,0.757650763850457,64.96548005512167,101.31459777937397,6.819640052055281,10.95614468980058,1.5937384563312138,0.37779487301212233,3.658135839088336,4.937073552280704,0,0,0,8.295611265649876,3.15509634768091,0,0,283.2514480903933,86.56963321996237
22051000044,22,051,000044,544.7245657568238,236.227047146402,27.496277915632753,20.12406947890819,5.21712158808933,5.0310173697270475,7.093052109181142,313.80024813895784,119.79156327543424,52.04714640198511,23.86848635235732,28.43424317617866,9.062034739454095,21.837468982630273,4,0,72.2952853598015,119.00868486352357,8.248138957816378,11.403225806451614,0,0,4.062034739454094,10.186104218362283,1,0,0,8.062034739454095,0,1.1240694789081886,4,284.42803970223326,106.8225806451613
22051000045,22,051,000045,366.27543424317616,225.772952853598,15.503722084367245,3.8759305210918114,6.78287841191067,0.9689826302729528,2.9069478908188584,181.1997518610422,87.20843672456576,63.95285359801489,27.13151364764268,13.56575682382134,1.9379652605459057,26.162531017369727,0,0,71.70471464019852,93.99131513647643,7.751861042183623,12.596774193548388,0,0,1.9379652605459057,5.813895781637717,0,0,0,1.9379652605459057,0,3.8759305210918114,0,169.57196029776674,88.1774193548387
22051000046,22,051,000046,207.79102921652432,106.1378638444117,9.716846689981352,1.494899490766362,4.484698472299086,0.747449745383181,0,100.15826588134625,44.099534977607675,20.181143125345887,8.969396944598172,11.959195926130896,2.989798981532724,11.211746180747715,0,2.242349236149543,37.37248726915905,40.362286250691774,5.979597963065448,7.47449745383181,0,0.747449745383181,1.494899490766362,5.979597963065448,0,0,0,5.2321482176822665,0.747449745383181,0,0,88.19906995521535,39.61483650530859
22051000051,22,051,000051,757.8444507562798,201.69604882485822,26.975333522688395,7.053511212100478,5.13168890151256,3.526755606050239,2.0535112121004775,418.6341810978032,128.24706784066805,96.66262276504007,46.135867158989825,49.687289242351675,21.58026681815072,18.843644621175837,0.5267556060502387,0.1316889015125597,55.300579052768526,71.6709792799946,13.238711325713515,16.160533636301434,3,3.3950667045376792,4.526755606050239,10.053511212100478,0.1316889015125597,0,0.2633778030251194,9.107022424200956,0,6.13168890151256,0.3950667045376791,310.3419585599892,64.82733465881877
22051000052,22,051,000052,791,219,27,4,8,1,8,416,138,73,60,56,4,29,1,0,96,94,8,14,5,0,0,8,3,0,0,5,4,3,0,340,85
22051000053,22,051,000053,527,145,20,6,5,1,3,249,110,61,41,41,7,20,0,0,43,70,6,11,1,0,2,6,1,0,0,3,0,4,0,226,51
22051000054,22,051,000054,399,133,12,2,0,1,3,201,59.00000000000001,46,32,36,4,16,0,0,49,50,6,10,0,1,4,2,4,0,0,3,4,3,0,184,45
22051000055,22,051,000055,493.99999999999994,155,22,2,1,0,1,239.99999999999997,72,56,39,33,8,16,0,0,58,66,11,11,3,1,3,7,3,1,1,6,0,1,0,203,55
22051000056,22,051,000056,474,188,37,8,1,3,3,262,84,44,29,31,6,12,1,0,73,78,14,10,0,0,4,10,3,0,0,6,3,4,2,197,74
22051000057,22,051,000057,346,254,24,9,0,1,4,165,59,38,33,37,9,21,1,0,73,101,14,21,0,3,0,7,1,1,0,7,0,1,0,159,58
22051000058,22,051,000058,195.7701019252548,267.69875424688564,6.046432616081541,1.3363533408833523,1.0747451868629672,0,4.112117780294451,87.16534541336354,55.43827859569649,22.91506228765572,22.130237825594566,10.971687429218573,4.261608154020385,2.8595696489241225,0,1.0373725934314837,88.16761041902605,82.25141562853906,19.52321630804077,19.2242355605889,7.037372593431484,1,7,5.261608154020385,1,0,0,8.224235560588902,0,1.1121177802944509,2,79.93204983012457,47.84031710079275
