GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE
3110900047P,31,109,00047P,250.0135363790186,344.91934574168073,53.360970107163,21.19627749576988
3110900049P,31,109,00049P,156.4473579296283,393.7405521012838,35.28485672953785,13.640551613111443
3110900050P,31,109,00050P,369,584,69,13
3110900051P,31,109,00051P,178,316,36,12
3110900053P,31,109,00053P,219,364,38,11
3110900054P,31,109,00054P,190,318,17,13
3110900055P,31,109,00055P,150.62219101123594,230.97644851584772,40.37063977863492,9.834678433674325
3110900056P,31,109,00056P,173,312,27,5
3110900057P,31,109,00057P,145,230,16,9
3110900058P,31,109,00058P,158.3137948639099,159.1989127488805,14.784705829775675,5.8421097050021364
3110900059P,31,109,00059P,220,279,33,9
3110900060P,31,109,00060P,307,259,27,2
3110900061P,31,109,00061P,265.076496743487,276.076496743487,26.73870397044088,4.295481588176353
3110900063P,31,109,00063P,280,318,28,5
3110900064P,31,109,00064P,216.62264150943395,255.30188679245282,24.11320754716981,7.452830188679245
3110900065P,31,109,00065P,240.37735849056602,199.69811320754718,25.88679245283019,5.547169811320755
3110900066P,31,109,00066P,288,220,26,5
3110900067P,31,109,00067P,214,265,16,5
3110900068P,31,109,00068P,306,338,31,7
3110900069P,31,109,00069P,232.1559633027523,232.1559633027523,25.58453473132372,4.737876802096985
3110900070P,31,109,00070P,159.8108108108108,156.5823095823096,20.447174447174447,4.842751842751843
3110900071P,31,109,00071P,307,375,37,9
3110900072P,31,109,00072P,409,364,28,5
3110900073P,31,109,00073P,423,329,18,5
3110900074P,31,109,00074P,260,259,23,2
3110900075P,31,109,00075P,261,226,22,5
3110900076P,31,109,00076P,374.8468977162873,252.66745133980322,35.95474005348332,8.600500935330379
3110900077P,31,109,00077P,229.4054054054054,235.06388206388206,47.4963144963145,7.0122850122850124
3110900078P,31,109,00078P,201,232,20,9
3110900080P,31,109,00080P,348.69005723702827,330.18416034456027,31.16782634520923,10.713940306165673
3110900081P,31,109,00081P,364.6320446953576,378.87847661909973,51.69877312286946,27.35627904894012
3110900082P,31,109,00082P,366.82359737903636,391.6851213675891,44.18319225832222,8.00622521727408
3110900083P,31,109,00083P,328.35492503017696,364.81044487427465,39.81719288550195,12.56238274603336
3110900084P,31,109,00084P,424,387,38,4
3110900086P,31,109,00086P,301.76022299103875,244.65238748352994,37.332521709649335,8.842338246738738
3110900087P,31,109,00087P,310,329,48,6
3110900088P,31,109,00088P,343,328,16,9
3110900089P,31,109,00089P,355.7838464289399,293.6307263405187,31.65356645023878,2.10054868465212
3110900090P,31,109,00090P,292.2342755778898,355.74418832654925,29.825410107520877,1.2837347244603008
3110900091P,31,109,00091P,319.07566718508195,331.0716513288904,31.00676354726989,5.002324969374026
3110900092P,31,109,00092P,282,262,27,4
3110900093P,31,109,00093P,338.6666666666667,271.11111111111114,17.77777777777778,1.777777777777778
3110900094P,31,109,00094P,435.1591760299625,499.5293383270912,47.51435705368289,7.059300873907616
3110900095P,31,109,00095P,268,303,28,9
3110900096P,31,109,00096P,111.17415730337079,100.35955056179776,14.707865168539326,2.162921348314607
3110900097P,31,109,00097P,288,385,63,23
3110900098P,31,109,00098P,246.75,257.765625,28.640625,11.75
3110900099P,31,109,00099P,291.81475826017777,291.96381121401936,28.12256308220053,11.890416993329687
3110900100P,31,109,00100P,331,322,37,16
3110900103P,31,109,00103P,292.7698691802405,423.66697792635483,48.961513958470256,14.988218558715383
3110900104P,31,109,00104P,361.42201834862385,414.42201834862385,67.70773263433814,12.131061598951508
3110900105P,31,109,00105P,181.42201834862385,177.42201834862385,18.70773263433814,9.131061598951508
3110900106P,31,109,00106P,333.47287555759794,428.3229449527231,43.93055845668955,14.97632674659871
3110900108P,31,109,00108P,264,396,52,16
3110900109P,31,109,00109P,203.5008576329331,554.2092624356775,27.36878216123499,15.360205831903945
3110900110P,31,109,00110P,189.52712444240206,521.6770550472769,36.06944154331045,10.02367325340129
3110900111P,31,109,00111P,258.26666666666665,352.7333333333333,25.133333333333333,14.733333333333333
3110900112P,31,109,00112P,325.51851851851853,450.537037037037,42.53703703703704,7.314814814814815
3110900113P,31,109,00113P,413.0180351151216,477.778697422536,73.59084243474119,11.876401103525614
3110900115P,31,109,00115P,253.89965397923876,285.7508650519031,30.941176470588236,9.100346020761245
3110900116P,31,109,00116P,295.5668202764977,314.16129032258067,30.493087557603687,6.414746543778802
3110900117P,31,109,00117P,350.50377114792786,283.08542620084086,32.76859130749074,2.846459266818682
3110900118P,31,109,00118P,348,368,40,6
3110900119P,31,109,00119P,566.3933968526338,457.80396698127953,42.87488195091496,5.927664214143713
3110900120P,31,109,00120P,295.27427978390506,293.49821235801824,45.75675026582722,10.69354694823461
3110900121P,31,109,00121P,217,411,54,12
3110900123P,31,109,00123P,185,511,29,16
3110900124P,31,109,00124P,186,475,34,5
3110900125P,31,109,00125P,193.69811320754715,369.33962264150944,31.18867924528302,8.20754716981132
3110900127P,31,109,00127P,155.463249516441,522.1218568665378,33.24371373307544,26.39941972920696
3110900128P,31,109,00128P,138,411,34,22
3110900130P,31,109,00130P,190,558,72,46
3110900132P,31,109,00132P,159,647,44,24
3110900133P,31,109,00133P,177,420,21,17
3110900135P,31,109,00135P,140.79235815890112,567.7025432512158,41.487774957372444,42.510836271612746
3110900136P,31,109,00136P,143.73973626344383,321.4677333575557,28.164871130805437,8.741080522162397
3110900138P,31,109,00138P,302.73224043715845,193.98907103825138,11.475409836065573,0.546448087431694
3110900139P,31,109,00139P,197.6324110671937,460.5629587803501,34.4884246188594,17.233201581027668
3110900140P,31,109,00140P,241.9313587642672,444.1979946925752,31.61112517715696,26.0822708232834
3110900143P,31,109,00143P,223.94261609755162,438.852498938959,35.92341419704301,31.963051433046097
3110900144P,31,109,00144P,192.00342563516986,447.06679988581215,49.88324293462746,25.41221809877248
3110900145P,31,109,00145P,89.08365740028513,261.26292353226535,26.47696704594909,12.792998618173582
3110900146P,31,109,00146P,121.23714036617262,420.97297297297297,39.06974716652136,24.07323452484743
3110900148P,31,109,00148P,106.43170057878163,339.54822153146165,27.042023950146884,11.016236526193115
3110900150P,31,109,00150P,158.77266949660645,331.6063265942394,47.73922584358587,17.6517015612634
3110900152P,31,109,00152P,160.154842232341,493.6516713503549,50.801778549208784,27.78903115278842
3110900154P,31,109,00154P,261.0338527965922,386.65118939877226,35.03837468464997,22.79028419208455
3110900155P,31,109,00155P,282.4007133232146,435.65998176617626,42.0120425890026,12.25649730249613
3110900156P,31,109,00156P,430.6801853997683,493.8725376593279,46.66512166859791,11.666280417149478
3110900158P,31,109,00158P,435.0115228644418,552.4261374428974,42.3462544381315,16.361052851096265
3110900159P,31,109,00159P,292.5567765567765,312.02564102564105,32.61172161172161,6.622710622710622
3110900160P,31,109,00160P,268.0209640255191,295.97803705331575,34.03602775668944,13.747512686298798
3110900162P,31,109,00162P,396.6627774575327,415.12849665162094,61.34535292283786,13.454406787269841
3110900163P,31,109,00163P,348.2584615384615,187.09230769230768,26.126153846153848,5.0369230769230775
3110900164P,31,109,00164P,373.7876923076923,339.1384615384615,26.28923076923077,6.2553846153846155
3110900166P,31,109,00166P,417,268,29,10
3110900167P,31,109,00167P,396.25044884868134,249.23752471815015,46.84799185003128,4.662909314166962
3110900168P,31,109,00168P,354.67619082919424,317.07910920532026,54.151075288744835,13.04316436821281
3110900170P,31,109,00170P,337.1473997147168,305.7048165463476,45.16074278943784,15.017620992490256
3110900172P,31,109,00172P,275.63122923588037,294.50830564784053,56.95681063122924,10.299003322259136
3110900174P,31,109,00174P,349,459.99999999999994,59.99999999999999,20
3110900176P,31,109,00176P,294.4133518653538,289.2348168239577,29.591969606633565,10.338261527859144
3110900179P,31,109,00179P,389,296,33,5
3110900182P,31,109,00182P,249.71945701357467,223.9547511312217,26.755656108597286,12.882352941176471
3110900184P,31,109,00184P,207.79120605910006,120.77218828908809,12.776027181593335,6.024416705380413
3110900185P,31,109,00185P,436.012987012987,357.2493506493506,37.506493506493506,8.438961038961038
3110900186P,31,109,00186P,475,188,31,7
3110900187P,31,109,00187P,298.9862577175861,139.2001593308106,27.447918741286596,0
3110900188P,31,109,00188P,467.51463578568263,200.1276877732091,44.45039528946636,4.214237687354484
3110900190P,31,109,00190P,431,173,40,5
3110900191P,31,109,00191P,559.3030847235019,304.3249277736478,44.46195978061787,10.44805568242784
3110900192P,31,109,00192P,445.47404664673985,182.33552851751605,34.44108933047419,5.0799563841312905
3110900193P,31,109,00193P,334.2392173766527,267.5126982757397,29.16066265546285,8.06387325652217
3110900194P,31,109,00194P,51.47872663207774,43.224600929209906,5.53191815821341,1.1605495914078512
3110900195P,31,109,00195P,254.0031007065164,92.00222092127646,15.000300414472177,4.2916353168223575e-5
3110900197P,31,109,00197P,377.6118352926927,197.30788027558546,22.908479120716,3.5241227527564556
3110900198P,31,109,00198P,307.89637305699483,127.30330809087285,20.723794340374653,0
3110900199P,31,109,00199P,479.963604237021,223.7362813341881,33.54800574423719,3.7282214066161976
3110900200P,31,109,00200P,195.2237174475244,81.73299913168444,10.08849477114482,0.21338912133891214
3110900202P,31,109,00202P,815,388,38,16
3110900204P,31,109,00204P,619.8481321278725,205.79571095826225,22.430490221349572,16.062097537766007
3110900205P,31,109,00205P,375.30642905757713,236.09941708104802,23.30206789512723,3.1851428483980557
3110900206P,31,109,00206P,381.1876838894686,128.30563160398876,21.59876700639355,7.1096256434955905
3110900207P,31,109,00207P,346.75755041424105,167.1366811104981,25.938608567143113,3.6383413178308612
3110900208P,31,109,00208P,565.8745341629373,209.50509361873185,23.428819030273768,8.007253508230956
3110900209P,31,109,00209P,431.9460107978404,150.58668266346731,41.60947810437912,3.9628074385122973
3110900210P,31,109,00210P,539,316,55,16
3110900211P,31,109,00211P,329,134,31,2
3110900212P,31,109,00212P,323.6267845003399,298.1012916383413,39.19986403806934,1.82324949014276
3110900213P,31,109,00213P,359,316,45,7
3110900215P,31,109,00215P,327.2988505747126,376.14942528735634,72.29885057471265,17.586206896551726
3110900216P,31,109,00216P,489,279,23,1
3110900218P,31,109,00218P,287.32446745847204,445.89636507163533,57.46460899667307,19.814908254276993
3110900300P,31,109,00300P,0.005878583011007965,0.002370396375406437,3.318554925569013e-4,9.48158550162575e-5
3110900301P,31,109,00301P,137.8596347930302,112.49956366236214,11.44063359278259,1.144063359278259
3110900303P,31,109,00303P,615.4371504731342,265.36846085889755,21.802953483144787,10.075907939635295
3110900304P,31,109,00304P,678.6545314416369,464.07993694170756,55.88919670695833,9.98021369767113
3110900305P,31,109,00305P,550.3454685583631,350.92006305829244,38.11080329304167,10.01978630232887
3110900306P,31,109,00306P,335.3301838826464,207.13357464108677,21.038474290948137,2.8400062949615044
3110900307P,31,109,00307P,433,361,36,6
3110900308P,31,109,00308P,656.9368961306809,597.6511693751455,81.00316989869863,5.928138039145135
3110900309P,31,109,00309P,333,245,37,2
3110900310P,31,109,00310P,183.20445469413474,177.0083472720234,24.39752727898937,3.9577957071195025
3110900311P,31,109,00311P,331.20733428412274,241.5502858681328,28.81365620386106,7.1720237651934236
3110900312P,31,109,00312P,465.3122373851469,340.09376069652046,51.945946913928395,11.266089366988334
3110900313P,31,109,00313P,290,334,58,11
3110900314P,31,109,00314P,368.40972850678736,320.18775223186987,37.05162651339122,10.782414088296441
3110900315P,31,109,00315P,308.11206896551727,213.1034482758621,29.301724137931036,5.327586206896552
3110900316P,31,109,00316P,422.09067106419724,294.09666052527353,56.22789649878448,7.694682868133731
3110900317P,31,109,00317P,492.56412996965474,325.1513511328286,54.33301099885963,10.350436504411777
3110900318P,31,109,00318P,334.88332334448586,309.79218680894365,28.0946417869092,9.045568267771095
3110900319P,31,109,00319P,107.2918955483178,101.61789084247732,16.547128569791607,2.290120923464849
3110900320P,31,109,00320P,392,257,34,0
3110900321P,31,109,00321P,396.5424961497582,461.91717152254284,48.45718099674819,9.581426741534223
3110900322P,31,109,00322P,362,293,29,2
3110900323P,31,109,00323P,229.07249466950958,233.2686567164179,14.53091684434968,6.588486140724947
3110900324P,31,109,00324P,342.99999999999994,229,38,5
3110900325P,31,109,00325P,273,327,32,2
3110900326P,31,109,00326P,417.1357586512866,284.7701863354037,31.553682342502217,1.0851818988464952
3110900327P,31,109,00327P,2.1458333333333335,2.575,0,0.4291666666666667
3110900328P,31,109,00328P,0,0,0,0
3110900329P,31,109,00329P,732.5546279334828,328.8612112810068,60.061252800797945,11.815380172141815
3110900330P,31,109,00330P,519.6726388727252,211.22347760850474,44.77859928631555,1.8229779889017665
3110900331P,31,109,00331P,612.8127253415922,260.6488346182862,46.77100542421809,6.962784323743749
3110900332P,31,109,00332P,162.35051964451318,132.22810238504346,11.111046793020103,6.4761517495450525
3110900333P,31,109,00333P,561.8840069789035,310.9358116911726,33.992982628616936,3.9991744268961105
3111100001P,31,111,00001P,693,119,41,3
3111100002P,31,111,00002P,710.0289288474048,100.00342860413687,34.00128572655132,5.000071429252851
3111100003P,31,111,00003P,290,25,3,0
3111100005P,31,111,00005P,819.6219164484727,99.40299255382821,36.83860477071996,2.1502273474682063
3111100007P,31,111,00007P,341.9577771440136,58.99257637351534,15.997946557130573,2.999637551186956
3111100009P,31,111,00009P,461.0411066360969,70.00720306756938,15.0020000092906,5.000349389681819
3111100013P,31,111,00013P,152,10,0,0
3111100014P,31,111,00014P,458.40594717745336,98.40703063032656,30.08969707197705,3.8979394143954096
3111100016P,31,111,00016P,483,81,16,7
3111100017P,31,111,00017P,971.4091421626778,161.1533964373905,42.52806339451816,8.020453050115346
3111100019P,31,111,00019P,381.59450171821305,131.75257731958763,33.182130584192436,5.855670103092783
3111100020P,31,111,00020P,308,102,34,1
3111100021P,31,111,00021P,232,70,25,2
3111100022P,31,111,00022P,513,163,44,5
3111100025P,31,111,00025P,898,319,34,7
3111100027P,31,111,00027P,411,162,45,5
3111100028P,31,111,00028P,300,81,19,8
3111100030P,31,111,00030P,723.5227406969876,210.08505611340817,42.02658003544005,9.005316007088009
3111100031P,31,111,00031P,378.5485714285714,116.42285714285714,34.857142857142854,2.091428571428571
3111100032P,31,111,00032P,591,186,25,1
3111100033P,31,111,00033P,647.6470588235294,195.27540106951872,34.344919786096256,2.943850267379679
3111100035P,31,111,00035P,747,226,62,14
3111100040P,31,111,00040P,308.2223089165793,56.4974806878615,15.131629206940726,1.0350568689103683
3111100041P,31,111,00041P,344,71,29,6
3111300001P,31,113,00001P,400,32,18,1
3111500001P,31,115,00001P,323,48,10,1
3111700001P,31,117,00001P,257,14,14,1
3111900001P,31,119,00001P,679.3668851700708,158.74051114582522,37.71954949535628,10.228681054925993
3111900002P,31,119,00002P,481.96328857979574,164.64584392477494,39.91414398176362,6.984975196808634
3111900003P,31,119,00003P,454.53227408143,133.0943396226415,32.01787487586892,7.005958291956306
3111900004P,31,119,00004P,936.9502344803658,210.09496406089008,43.65056844588301,5.7247267257096865
3111900005P,31,119,00005P,810,181,43,2
3111900006P,31,119,00006P,748,174,48,7
3111900007P,31,119,00007P,453.0113749411427,190.00516787449448,49.00112345097706,9.000196603920985
3111900008P,31,119,00008P,409,132,49,11
3111900009P,31,119,00009P,578.8487301026022,159.60698435462234,33.718051088133436,5.9453198556619355
3111900010P,31,119,00010P,324.01070582695786,150.00486388187716,28.001057365625467,9.000185038984457
3111900011P,31,119,00011P,580.7084938379132,155.37930394515254,37.82976285276575,7.276587617588581
3111900012P,31,119,00012P,410.95578565606576,184.9360344566825,40.171880898467094,7.064041421382685
3111900013P,31,119,00013P,486.78351721180724,86.36557107769879,16.411911536642393,5.453251753296966
3111900014P,31,119,00014P,529.2728719367268,84.13964687990169,8.324677566844567,1.4830609511870612
3111900015P,31,119,00015P,433.73203194321206,88.54835847382431,30.207630878438334,5.0479148181011535
3111900016P,31,119,00016P,222,34,21,1
3111900019P,31,119,00019P,685.449866903283,100.71517302573203,38.13487133984028,8.800354924578526
3111900020P,31,119,00020P,196.0913670142794,34.07121429577845,12.00396607566949,0.0055648838395258565
3111900021P,31,119,00021P,205.02810743285445,12.439100562148656,2.2173641474078702,2.089943785134291
3111900022P,31,119,00022P,217,8,6,0
3111900023P,31,119,00023P,386,79,24,2
3111900025P,31,119,00025P,183.20049968769519,87.06558400999376,13.15053091817614,5.44159900062461
3111900026P,31,119,00026P,217.77139287945036,103.49531542785759,15.63210493441599,6.468457214241099
3112100001P,31,121,00001P,233,22,18,6
3112100002P,31,121,00002P,139,29,6,0
3112100003P,31,121,00003P,76,13,3,1
3112100004P,31,121,00004P,99,19,6,0
3112100005P,31,121,00005P,230,60,18,1
3112100006P,31,121,00006P,106,16,9,0
3112100007P,31,121,00007P,38,6,3,1
3112100008P,31,121,00008P,188.53913492871098,33.04577631084386,7.0058627590673535,1.0055690821034489
3112100009P,31,121,00009P,91.10158498277643,14.55195765378925,3.873009841403523,0.9669109961353551
3112100010P,31,121,00010P,187,21,7,0
3112100011P,31,121,00011P,204.88650031030164,30.983464415721546,7.995835894582973,0.9998791626103447
3112100012P,31,121,00012P,302.33585668118633,102.10030569889243,7.930120830981936,5.947590623236452
3112100013P,31,121,00013P,83.69559968617257,15.098636429338072,5.018020031802701,0.005244274579996454
3112100014P,31,121,00014P,472,116,36,7
3112100015P,31,121,00015P,473.82036913401066,103.4500589043634,27.12001570783024,4.03000392695756
3112300001P,31,123,00001P,283,53,14,1
3112300002P,31,123,00002P,72,4,1,0
3112300003P,31,123,00003P,39,0,0,0
3112300004P,31,123,00004P,386.00000000000006,56.00000000000001,16,4
3112300005P,31,123,00005P,208,29,6,0
3112300006P,31,123,00006P,145,12,10,3
3112300007P,31,123,00007P,276,51,14,3
3112300008P,31,123,00008P,48,13,5,0
3112300009P,31,123,00009P,345,66,18,3
3112500001P,31,125,00001P,122,23,5,8
3112500002P,31,125,00002P,262.7264148618057,46.3018869148391,8.867441151478591,0
3112500003P,31,125,00003P,200.15144773361413,35.537807741649445,1.2623298408878207,0.030534351145038167
3112500004P,31,125,00004P,374.12213740458014,109.16030534351145,16.870229007633586,3.969465648854962
3112500007P,31,125,00007P,146,38,9,1
3112500008P,31,125,00008P,156,29,7,1
3112700001P,31,127,00001P,91,35,6,1
3112700003P,31,127,00003P,205.43638850889192,81.77564979480164,14.958960328317373,0.9972640218878249
3112700004P,31,127,00004P,371,102,33,6
3112700005P,31,127,00005P,154,74,12,2
3112700008P,31,127,00008P,118,26,2,4
3112700009P,31,127,00009P,236,117,18,0
3112700010P,31,127,00010P,278,128,32,2
3112700011P,31,127,00011P,330,108,34,5
3112700012P,31,127,00012P,332,113,28,6
3112900001P,31,129,00001P,212,45,14,1
3112900002P,31,129,00002P,391,63,12,3
3112900003P,31,129,00003P,138,26,7,0
3112900004P,31,129,00004P,285.3461783162451,74.08517905711993,21.986616861398257,5.99934304319552
3112900005P,31,129,00005P,128.84355064238548,17.703693981396476,2.9506156635660794,0.9835385545220265
3112900006P,31,129,00006P,84,14,9,1.9999999999999998
3112900007P,31,129,00007P,249.81027104136948,61.21112696148359,8.062767475035663,3.0171184022824535
3112900008P,31,129,00008P,237,52,13,4
3113100001P,31,131,00001P,568,313,50,5
3113100002P,31,131,00002P,247,141,32,8
3113100003P,31,131,00003P,271,105,12,6
3113100005P,31,131,00005P,810.0000000000001,390,75,8
3113100006P,31,131,00006P,333,75,33,1
3113100009P,31,131,00009P,261,107,21,5
3113100011P,31,131,00011P,291.5636114911081,70.22435020519836,12.041039671682626,5.002735978112175
3113100013P,31,131,00013P,459,148,27,6
3113100014P,31,131,00014P,239,125,17,2
3113100016P,31,131,00016P,431,195,23,6
3113100017P,31,131,00017P,380.22085889570553,120.75255623721881,34.92842535787321,0.9979550102249489
3113100020P,31,131,00020P,250.77914110429447,126.24744376278117,18.07157464212679,0.002044989775051125
3113100021P,31,131,00021P,319,109,20,5
3113300002P,31,133,00002P,186,52,8,1
3113300004P,31,133,00004P,169,29,8,2
3113300005P,31,133,00005P,160,24,6,0
3113300013P,31,133,00013P,278.44614469708944,106.91347578194606,21.40479828329932,5.343542611899903
3113300014P,31,133,00014P,180.5538553029106,67.08652421805392,11.59520171670068,1.656457388100097
3113500001P,31,135,00001P,392.57562675896924,47.08380246371628,15.024728595850707,3
3113500002P,31,135,00002P,418.42437324103076,60.91619753628372,17.975271404149293,0
3113500003P,31,135,00003P,406,53,21,2
3113700001P,31,137,00001P,137,14,18,0
3113700003P,31,137,00003P,138,19,16,0
3113700004P,31,137,00004P,114.54076086956522,25.349184782608695,2.8165760869565215,2.8165760869565215
3113700005P,31,137,00005P,190,13,3,0
3113700006P,31,137,00006P,262,20,4,1
3113700007P,31,137,00007P,268.746,10.548,3.522,1.1079999999999999
3113700008P,31,137,00008P,283,22,6,0
3113700009P,31,137,00009P,129,14,8,0
3113700012P,31,137,00012P,338.45923913043475,73.6508152173913,10.183423913043478,0.18342391304347827
3113700013P,31,137,00013P,445,77,31,2
3113700014P,31,137,00014P,452,97,33,1
3113700015P,31,137,00015P,505,102,26,4
3113700016P,31,137,00016P,586.254,84.452,28.478,5.892
3113900001P,31,139,00001P,598,104,29,5
3113900002P,31,139,00002P,741,69,27,5
3113900005P,31,139,00005P,681.1863073047681,55.070959653068456,15.028840749663653,3.99738774464582
3113900006P,31,139,00006P,362,32,16,2
3113900007P,31,139,00007P,669.8136926952319,121.92904034693154,37.97115925033635,5.0026122553541805
3114100001P,31,141,00001P,184,21,6,0
3114100003P,31,141,00003P,284,11,9,1
3114100004P,31,141,00004P,77.97313432835821,4.897014925373134,1.6477611940298509,0.18507462686567164
3114100005P,31,141,00005P,282.33436949955177,54.18013975689431,10.042645186723346,0.948139797068771
3114100006P,31,141,00006P,283.6656305004482,47.81986024310569,6.957354813276654,0.05186020293122886
3114100007P,31,141,00007P,488,63,10,0
3114100009P,31,141,00009P,286.9,38.95,13.3,3.8
3114100010P,31,141,00010P,193,26,0,2
3114100011P,31,141,00011P,307,23,7,2
3114100012P,31,141,00012P,375.1268656716418,61.15298507462686,9.05223880597015,2.014925373134328
3114100013P,31,141,00013P,196,10,3,0
3114100015P,31,141,00015P,224,29,8,0
3114100016P,31,141,00016P,406.42388683691013,81.4437567274697,15.368692377963622,3.1427463298506524
3114100018P,31,141,00018P,624,124,27,3.0000000000000004
3114100019P,31,141,00019P,315.1520088470273,131.45133316244645,21.06868113341576,6.0163526508132765
3114100020P,31,141,00020P,647,153,24,4
3114100021P,31,141,00021P,400,136,16,3
3114100022P,31,141,00022P,539.5427646378174,166.32355854106203,26.04923716929205,1.0117231355457257
3114100023P,31,141,00023P,328.6602564102564,96.22649572649573,12.034188034188034,1.0128205128205128
3114100024P,31,141,00024P,213,73,22,6
3114100025P,31,141,00025P,365,104,25,6
3114100026P,31,141,00026P,360,127,22,3
3114100027P,31,141,00027P,487.6787954830615,110.02509410288582,21.80677540777917,3.9648682559598494
3114100028P,31,141,00028P,313,131,40,6
3114100029P,31,141,00029P,520.8546806967447,173.61162066382178,31.9286312148765,8.979779344846229
3114100030P,31,141,00030P,680.7493855232874,143.95002045812532,21.866548226306797,5.0416431743378025
3114100041P,31,141,00041P,398,116,19,6
3114100042P,31,141,00042P,309.90060981892015,137.95575533874512,29.99038159537937,0.9996793865126457
3114100043P,31,141,00043P,570.4905742425464,147.19234040322024,20.202870251422382,0.962041440543923
3114100044P,31,141,00044P,303.54703750342856,103.82002487572784,15.683994589376308,5.868345768769384
3114300002P,31,143,00002P,198.92815758980302,34.215527230590965,9.062572421784473,0.0034762456546929316
3114300004P,31,143,00004P,266.071842410197,61.784472769409035,17.937427578215527,0.996523754345307
3114300005P,31,143,00005P,359,64,16,0
3114300006P,31,143,00006P,436,113,23,0
3114300008P,31,143,00008P,350,59,13,0
3114300009P,31,143,00009P,418,81,23,5
3114500001P,31,145,00001P,366.73070665528945,39.86203333209668,12.955160832931421,0.996550833302417
3114500003P,31,145,00003P,522.7160205083389,38.26903315897477,10.184960296795154,5.033629144871846
3114500004P,31,145,00004P,217.283979491661,15.73096684102523,10.815039703204846,1.9663708551281538
3114500005P,31,145,00005P,212,29,10,0
3114500006P,31,145,00006P,155,14,3,0
3114500008P,31,145,00008P,408,56,19,4
3114500009P,31,145,00009P,299,73,12,0
3114500010P,31,145,00010P,380,67,31,1
3114500011P,31,145,00011P,373,53,17,7
3114500012P,31,145,00012P,309.26929334471055,64.13796666790331,19.044839167068577,0.003449166697582983
3114500014P,31,145,00014P,314,68,18,2
3114500016P,31,145,00016P,415,69,17,3
3114500017P,31,145,00017P,286,58,11,1
3114700001P,31,147,00001P,165,34,7,2
3114700002P,31,147,00002P,134,43,8,1
3114700003P,31,147,00003P,164,40,8,1
3114700004P,31,147,00004P,80,22,7,2
3114700005P,31,147,00005P,151.32493628172452,34.66567649064867,11.353905661054672,3
3114700006P,31,147,00006P,124.72843450479233,19.488817891373802,9.744408945686901,0
3114700007P,31,147,00007P,73.94662921348315,10.845505617977528,6.901685393258426,0
3114700008P,31,147,00008P,232.3623154008439,25.46925105485232,8.700712025316456,0.9746571729957806
3114700009P,31,147,00009P,164,56,8,0
3114700010P,31,147,00010P,141,45,6,2
3114700011P,31,147,00011P,146,46,8,2
3114700012P,31,147,00012P,403.00416666666666,136.10833333333335,21.0375,3.004166666666667
3114700014P,31,147,00014P,293,108,16,4
3114700015P,31,147,00015P,299,92,21,3
3114700018P,31,147,00018P,197.63351793248944,105.42241561181434,12.261787974683545,3.0211761603375527
3114900003P,31,149,00003P,682.5134693877551,69.54285714285714,32.78448979591837,3.9738775510204083
3115100001P,31,151,00001P,252,80,19,0
3115100002P,31,151,00002P,261,75,18,4
3115100003P,31,151,00003P,338,155,21,7
3115100005P,31,151,00005P,256.18059863243235,115.45818825518133,16.062906294037333,0.01179249704255539
3115100006P,31,151,00006P,108,59,10,1
3115100007P,31,151,00007P,166,54,13,4
3115100010P,31,151,00010P,329,158,28,2
3115100011P,31,151,00011P,292,104,22,5
3115100012P,31,151,00012P,247,105,24,7
3115100013P,31,151,00013P,200.40102409513946,231.0503058905796,34.85328097635308,8.954494606781187
3115100014P,31,151,00014P,250.4183772724282,285.49150585423905,39.08381272960958,5.033712896176256
3115100015P,31,151,00015P,304,311,39,8
31153000001,31,153,000001,430.3116049382716,464.30913580246914,39.82567901234568,22.341234567901235
31153000002,31,153,000002,551,337,65,15
31153000003,31,153,000003,764.2846197810857,569.2156942519227,84.03612224608756,22.67093227003378
31153000004,31,153,000004,712.7082835744332,469.9955822304299,91.64962860367292,13.246156766184466
31153000005,31,153,000005,566.3953848274356,394.3503703235388,61.858881619378636,11.598540303633493
31153000006,31,153,000006,559.0149612835445,449.29794485012775,78.97185761164218,21.22231049257016
31153000007,31,153,000007,656.0739957716702,440.3784355179704,65.90697674418605,12.98167723749119
31153000008,31,153,000008,702.4320012468552,423.4099327857305,58.268981076560024,7.47372580365543
31153000009,31,153,000009,663.0149622146379,438.41799892074494,85.49317941400751,18.477690957096634
31153000010,31,153,000010,434.82712383708946,296.2392017102818,78.32191004624886,20.053774735669766
31153000011,31,153,000011,1044.2455638020099,624.7533112631859,131.5426344263222,15.61235865109988
31153000012,31,153,000012,957.0716798557044,468.3023515876601,98.27791726731951,14.198512495260726
31153000013,31,153,000013,994.689333484814,656.663848746497,97.34034802696357,24.82107059001742
31153000016,31,153,000016,822.6141044816782,655.9397696064088,88.00380331593176,26.71063058898546
31153000017,31,153,000017,768,546,59,27
31153000018,31,153,000018,538.552365352268,499.9429126891458,77.21890532624431,9.89985965721081
31153000019,31,153,000019,1376.1999905811826,844.5609996656459,140.73851374942498,26.87501866585832
31153000020,31,153,000020,859.1652545092094,711.7462686701883,81.44198341775625,16.87292560536878
31153000021,31,153,000021,1211,683,118,15
31153000022,31,153,000022,716,536,113,17
