GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRHOG,G18GOVDJEA,G18GOVLQUI,G18GOVGSCH,G18GOVOWRI,G18COMRPHU,G18COMDFRA,G18COMOWRI,G18ATGRWOL,G18ATGDFRO,G18ATGOWRI,G18USSRCAM,G18USSDCAR,G18USSLVOH,G18USSISIM,G18USSOWRI
2402702-019,24,027,02-019,829,270,8,6,7,354,730,2,484,618,0,414,627,15,69,0
2402702-020,24,027,02-020,333,225.99999999999997,7,2,0,135,412.99999999999994,0,174,384,0,127,386,10,37,2
2402702-021,24,027,02-021,131,77,0,0,0,47,147,0,75,122,2,61,132,3,10,0
2402702-022,24,027,02-022,10.999938503011986,17.99989936856507,0,1.9999888187294521,0,5.999966456188357,23.999865824753428,0,9.99994409364726,18.999893777929792,0,5.999966456188357,21.999877006023972,0,1.9999888187294521,0
2402702-023,24,027,02-023,281.16078053901356,380.7701422326758,9.00126019267864,1.6806241741223604,0,132.8565729339382,511.8419793365128,0,146.3830450142049,509.8218606320245,0.009053187476423991,123.80099361640102,510.002924381553,17.21426412628554,18.323908540770333,0.009053187476423991
2402702-024,24,027,02-024,606,273,0,5,0,217,640,0,349,519,3,291,548,5,43,0
2402702-025,24,027,02-025,619,298,7,3,2,289,623,0,379,541,2,300,570,10,48,0
2402702-026,24,027,02-026,636,345,7,6,2,305,642,7,375,596,3,304,632,15,40,2
2402703-001,24,027,03-001,781,282,6,8,0,393,647,2,525,524,1,434,546,18,75,0
2402703-002,24,027,03-002,1556.9958847736625,405.31321444901687,10.874256973022405,9.885688157293096,0,820.5121170553269,1080.5057155921354,2.965706447187929,1105.219935985368,831.3863740283493,0,951.9917695473251,854.1234567901234,35.58847736625514,107.75400091449474,2.965706447187929
2402703-003,24,027,03-003,966,361,14,5,0,480,851,0,652,668,1,541,711,18,72,0
2402703-004,24,027,03-004,113,49,1,3,0,68,89,0,76,86,0,61,89,1,11.000000000000002,2
2402703-005,24,027,03-005,1435,614,11,14,3,709,1300,2,947,1089,1,779,1120,26,137,0
2402703-006,24,027,03-006,923.7201646090535,340.1874714220393,4.0050297210791035,6.004572473708277,0,514.379515317787,690.4997713763146,0.0013717421124828531,632.5112025605853,622.384545038866,0,552.440329218107,622.395061728395,19.016460905349795,72.04983996342021,0.0013717421124828531
2402704-001,24,027,04-001,1026,222,10,6,0,561,637,3,740,495.99999999999994,2,665,512,18,56,0
2402704-002,24,027,04-002,1183,256,4,10,0,627,752,2,799,613,0,688,649,14,86,0
2402704-003,24,027,04-003,1253,275,8,6,0,709,788,3,924,582,0,855,579,20,65,0
2402704-004,24,027,04-004,1362,320,8,10,0,781,837,2,1031,627,2,900,658,22,88,2
2402704-005,24,027,04-005,1159.334121355398,228.27817178881008,2.9905437352245863,4.984239558707644,1.9936958234830575,629.0110323089046,708.7588652482269,0,869.2513790386131,492.4428684003152,0,788.5066981875492,506.3987391646966,14.952718676122933,58.8140267927502,1.9936958234830575
2402704-006,24,027,04-006,1463.0827067669172,361.7731829573935,6.995614035087719,4.996867167919799,0,833.4774436090225,927.4185463659147,0,1062.3339598997493,735.5388471177945,1.9987468671679198,927.4185463659147,782.5093984962406,24.984335839598998,77.95112781954887,1.9987468671679198
2402705-001,24,027,05-001,1566,672,14,8,0,821,1351,3,1021,1192,3,829,1262,40,125,3
2402705-002,24,027,05-002,270,273,3,8,0,99,440,2,135,413,0,110,409.99999999999994,3,34,0
2402705-003,24,027,05-003,668.9306456160135,1067.1130532844659,14.234000563856782,17.210600507471103,3.0000000000000004,264.09021708486046,1456.3450803495912,3.0468001127713564,321.1260219904145,1449.917676910065,3.0702001691570344,222.9498167465464,1461.2686777558501,31.608401466027633,68.82520439808289,3.0468001127713564
2402705-004,24,027,05-004,660.2945570971184,1132.7897545357523,5.993596584845251,12.986125933831376,2.9967982924226253,287.69263607257204,1479.419423692636,4.994663820704376,330.64674493062967,1467.4322305229455,0.9989327641408752,275.70544290288154,1468.4311632870863,14.983991462113126,55.940234791889004,2.9967982924226253
2402705-005,24,027,05-005,1210,702,10,5,2,649,1221,0,752,1154,0,640,1192,26,69,2
2402705-006,24,027,05-006,1795,1136,18,10,5,892,1971,9,1007,1928,1,840,1971,36,129,5
2402705-007,24,027,05-007,374,576,6,5,0,152,781,0,179,773,0,161,757,14,32,0
2402705-008,24,027,05-008,399.70544290288154,659.2102454642476,10.00640341515475,2.0138740661686234,0.0032017075773746,124.30736392742796,924.5805763073639,2.0053361792956244,165.35325506937033,902.5677694770544,1.0010672358591248,130.29455709711846,892.5688367129135,16.016008537886872,38.05976520811099,0.0032017075773746
2402705-009,24,027,05-009,430,622,3,9,0,174,873,0,225,846,0,178,848,11,32,0
2402705-010,24,027,05-010,1262,725,7,2,2,603,1336,2,678,1297,1,533,1410,16,59,0
2402705-011,24,027,05-011,743,343,10,8,0,406,640,2,507,574,1,430,601,12.000000000000002,56,0
2402705-012,24,027,05-012,499.00000000000006,630,3,6,0,193,919.9999999999999,3,244.00000000000003,898,1,200,893,11,41,2
2402705-013,24,027,05-013,393,352,6,5,0,152,584,2,210,537,1,152,558,10,40,0
2402705-014,24,027,05-014,276,189,0,6,3,115,356,0,169,298,0,137,313,8,21,0
2402705-015,24,027,05-015,833.4660289683095,958.8014360266982,9.76599943614322,9.537618019844812,0,312.3705905160897,1453.5907866337816,1.953199887228644,402.1566383421271,1390.5265036125006,2.929799830842966,308.4231048686555,1404.2610134555514,26.056681669364295,79.99902363042068,1.953199887228644
2402705-016,24,027,05-016,497.99999999999994,665,4,9,0,221,926,2,250,918,0,191,931,14,43,2
2402705-017,24,027,05-017,478.603325415677,396.0855106888361,0,8.251781472684085,0,181.53919239904988,683.064133016627,0,234.71733966745842,644.5558194774347,0,202.6270783847981,634.4703087885986,7.334916864608076,42.17577197149643,0
2402705-018,24,027,05-018,291,495,8,6,2,116,661,0,134,675,0,105,647,12,43,2
2402705-019,24,027,05-019,1407.9172932330828,501.2268170426065,14.00438596491228,5.0031328320802,3,803.5225563909775,1053.5814536340852,0,984.6660401002506,896.4611528822055,0.0012531328320802004,826.5814536340852,967.4906015037594,26.015664160401002,104.04887218045113,0.0012531328320802004
2402705-020,24,027,05-020,1076,494,4,5,0,583,945.0000000000001,2,668,894,0,567,922,16,70,0
2402705-021,24,027,05-021,448.00000000000006,758,6,5,0,200,986.0000000000001,2,219,1006,1,164,1001.0000000000001,19,48,3
2402705-022,24,027,05-022,1359,970,14,14,0,611,1674.9999999999998,3,734,1595,3,547,1713.9999999999998,33,75,0
2402705-023,24,027,05-023,339,380,4,6,0,121.99999999999999,579,2,153,563,0,120,577,7,32,0
2402705-024,24,027,05-024,476,257,3,0,0,252,473,0,303,431,0,241,455,7,42,0
2402706-001,24,027,06-001,656,590,11,11,2,344,894,0,410,844,2,355,824,22,57,2
2402706-002,24,027,06-002,763,1243,7,10,2,338,1641,2,394,1628,2,341,1612,12,64,8
2402706-003,24,027,06-003,696.0292682926829,442.88292682926834,6.056097560975609,5.11219512195122,0,290.28536585365856,821.4487804878048,2.1121951219512196,376.52926829268296,765.8219512195122,0.05609756097560976,298.3975609756098,781.4390243902438,11.448780487804878,63.90731707317074,2
2402706-004,24,027,06-004,1032,732,8,5,3,478.99999999999994,1247,2,579,1170,0,490,1171,19,94,0
2402706-005,24,027,06-005,484,569,6,16,0,186,860,2,259,805,0,196,798,19,61.99999999999999,2
2402706-006,24,027,06-006,493,474,7,6,2,165,791,0,228,755,0,178,756,10,53,2
2402706-007,24,027,06-007,304,366,6,0,0,131,509,0,166,493,0,134,498,11,29,0
2402706-008,24,027,06-008,305.988785046729,550.6093457943925,11.0803738317757,6.818691588785047,0,119.32710280373831,743.2373831775701,1.7046728971962617,144.04485981308412,739.8280373831775,1.7046728971962617,126.9981308411215,722.7813084112149,9.37570093457944,20.45607476635514,2.5570093457943925
2402706-009,24,027,06-009,422,868,4,6,0,163,1099,0,196,1096,0,162,1104,4,29,0
2402706-010,24,027,06-010,555,664,4,6,0,224,977.9999999999999,0,304,911,3,246.99999999999997,917.0000000000001,16,51,3
2402706-011,24,027,06-011,627,688,4,0,0,246,1050,0,312,996,0,266,1005,12,45.00000000000001,0
2402706-012,24,027,06-012,306.011214953271,415.3906542056075,4.919626168224299,4.181308411214953,0,141.6728971962617,563.7626168224299,2.2953271028037383,162.95514018691588,555.1719626168224,0.2953271028037383,132.0018691588785,558.2186915887851,8.62429906542056,30.54392523364486,0.44299065420560746
2402706-013,24,027,06-013,456,469,3,10,2,203,719,0,251,680,0,205,692,14,30,3
2402706-014,24,027,06-014,470.00000000000006,688.0000000000001,11,10,2,196.00000000000003,957.0000000000001,3,246,911,2,180.00000000000003,938,18.000000000000004,46,3
2402706-015,24,027,06-015,538,762,9,5,3,234,1040,3,277,1030,2,234,1030,25,24,0
2402706-016,24,027,06-016,609,902,21,14,0,252,1248,2,299,1242,5,234,1236,26,61,3
2402706-017,24,027,06-017,495,1057,6,5,0,175,1336,5,210,1333,2,184,1300,14,54,0
2402706-018,24,027,06-018,675.2390243902439,598.0439024390244,6.041463414634146,14.082926829268292,7,300.0804878048781,959.3317073170731,9.082926829268294,351.7390243902439,927.129268292683,5.041463414634147,290.16341463414636,914.5853658536586,22.33170731707317,63.40975609756098,2
2402706-019,24,027,06-019,496,994,6,6,2,196,1262,2,203,1301,2,165,1288,16,48,3
2402706-020,24,027,06-020,592,706,11,5,0,224,1060,0,285,1039,0,209,1025,11,75,1
2402706-021,24,027,06-021,288.7862981378888,621.7478832242468,5.139494300585647,2.819177674210819,0,110.90714340559494,777.255306772519,0.3325740318906606,112.41527894439261,789.3441985569394,0.9938712972420838,87.54154092433123,787.8437646150015,6.469790428148289,28.021638927732962,0.3325740318906606
2402706-022,24,027,06-022,441,658,6,8,5,165,911,3,210,903,1,158,914,7,56,1
2402706-023,24,027,06-023,371,249,3,0,0,188,411,2,221,386,0,187,404,8,21,0
2402706-024,24,027,06-024,721,833,4,2,0,334,1175,5,379,1178,0,326,1166,18,56,0
2402706-025,24,027,06-025,415.3365853658537,173.65365853658537,0.8951219512195122,1.7902439024390244,0,196.03170731707317,374.1609756097561,1.7902439024390244,231.83658536585367,348.20243902439023,0.8951219512195122,197.82195121951221,358.0487804878049,7.160975609756098,30.434146341463418,0
2402706-026,24,027,06-026,777.3951219512195,1027.419512195122,17.007317073170732,11.014634146341463,2,329.60243902439026,1445.0585365853658,2.0146341463414634,394.8951219512195,1408.8463414634145,0.007317073170731708,315.6170731707317,1417.9268292682927,19.058536585365854,72.24878048780488,1
2402706-027,24,027,06-027,647,877,4,8,0,295,1200,2,349,1177,1,292,1154,14,70,1
2402706-028,24,027,06-028,1359.4589078874792,699.8223938223938,10.78157749586321,13.722007722007723,0,668.457804743519,1352.5979040264756,1.9602868174296746,786.0750137892995,1268.3055708769994,0.9801434087148373,658.6563706563707,1272.2261445118588,22.54329840044126,129.37892995035853,0.9801434087148373
2402706-029,24,027,06-029,1298.4096016343208,1397.1746680286005,21.024514811031665,11.012257405515832,0,529.5393258426966,2133.9223697650664,2,629.5209397344229,2088.002042900919,1.0061287027579162,500.41062308478035,2070.008171603677,42.024514811031665,134.12870275791624,0
2402706-030,24,027,06-030,255.18654477931725,458.1831166976146,14.585630624196543,0.29281531209827166,2,120.38608770175689,600.456506213398,2.0585630624196543,131.8253106699043,600.1299814312241,0,98.04356520497072,600.7200399942865,9.288387373232394,30.87401799742894,0
2402706-031,24,027,06-031,301.80410022779046,536.0774487471526,5.835990888382688,4.168564920273349,0,117.55353075170844,707.8223234624146,1.6674259681093395,140.0637813211845,703.6537585421412,0,105.04783599088839,691.1480637813212,12.505694760820045,35.8496583143508,1.6674259681093395
2402706-032,24,027,06-032,800,410,4,8,0,384,800,0,487,701,0,383,725,12,94,2
2402706-033,24,027,06-033,669,599,6,9,0,302,947,0,379,899,0,311,926,8,40,0
2402706-034,24,027,06-034,402,879,3,0,0,150,1117,2,184,1094,3,149,1080,18,30,0
2402706-035,24,027,06-035,1143,1532,7.000000000000001,9,2,552,2048,3,571,2098,5,473,2086,42,107,1
2402901-001,24,029,01-001,665.0147364925779,215.4097637817842,6.037405149903486,7.032897261098076,0,342.4070443730326,520.8362800800777,2.986476333583772,483.98573934836475,384.34553563112297,0.9954921111945905,411.3987650865173,417.2980577734152,12.065602802273265,35.652483674776796,0.9954921111945905
2402901-002,24,029,01-002,947.2778840025494,259.5952836201402,5.8776290630975145,9.796048438495857,0,431.02613129381774,742.540471637986,0,649.4780114722753,526.0478011472276,0,571.1096239643084,534.8642447418738,12.734862970044613,65.63352453792224,1.9592096876991714
2402902-001,24,029,02-001,809.784035016748,180.69878927014412,3.1676009748587206,7.3087399485826,0,337.9274369571958,642.0315052973785,0.06294886152798353,527.9933402455124,443.43150834038306,7.538635506973238e-4,442.4970423807264,480.29025629461444,6.257576175490005,60.905290243373024,0.0015077271013946476
2402903-001,24,029,03-001,774,268,2,7,1,308,714,1,496,522,2,425,542,12,49,0
2402903-002,24,029,03-002,302.4816870144284,119.69367369589345,1.855715871254162,4.639289678135405,0,112.2708102108768,304.3374028856826,0.927857935627081,163.30299667036627,257.9445061043285,0,128.97225305216426,273.7180910099889,2.7835738068812432,24.124306326304108,0
2402904-001,24,029,04-001,486.3045699463214,248.3730594127586,8.285443409190181,2.816264889825527,0,146.3968543009837,585.3717111877312,0,255.49038125368332,484.70882516468663,0,206.50706039167503,513.2427965642728,10.156024940358824,27.726757554309756,0
2402904-002,24,029,04-002,359.0327868852459,279.6885245901639,2.9754098360655736,6.942622950819672,0,136.86885245901638,484,0,216.21311475409837,426.4754098360656,0,182.4918032786885,433.41803278688525,6.942622950819672,17.852459016393443,0
2402905-001,24,029,05-001,981.8914063698792,247.3211029281058,8.099673960363443,0.9563089242448696,0.00703638662284865,357.9492983167203,828.166572031195,0,623.1548345815276,569.1903101979985,0,544.6335351651358,622.1792980370029,9.043109871410605,52.4539866994126,0
2402906-001,24,029,06-001,565.9892596249763,161.85306898047565,2.978890840131454,7.943708907017211,0.9929636133771513,203.55754074231604,525.2777514765131,0,377.3261730833175,344.5583738418715,0,319.73428350744274,347.53726468200296,8.936672520394362,52.62707150898902,0
2402907-001,24,029,07-001,301.33173365326934,182.5374925014997,0,1.9316136772645471,0,122.65746850629874,346.7246550689862,0,182.5374925014997,282.98140371925615,0,166.11877624475105,289.74205158968203,2.8974205158968207,15.452909418116377,0
2403101-001,24,031,01-001,1070.1902615157835,381.6450130869764,3.0098776889276637,3.002963306678299,2,647.6756339226522,763.1230932310754,4.003951075571066,714.7329245184327,673.0628393286166,2.002963306678299,657.6519274692257,682.0914846265068,11.02173091564086,73.05136398242385,0
2403101-002,24,031,01-002,1011,541,7.000000000000001,3,2,607,917,2,659,866,0,587,898,10,43,0
2403101-003,24,031,01-003,1059.9283040516948,1311.9112593545506,10.999255985442115,10.999255985442115,1.9998647246258392,517.9649636780923,1815.8771699602619,1.9998647246258392,554.9624610836704,1783.8793343662485,0,484.967195721766,1797.8783874386295,25.99824142013591,64.99560355033977,1.9998647246258392
2403101-004,24,031,01-004,579,868,16,7,0,296,1142,0,320,1111,3,285,1093,16,57,2
2403101-005,24,031,01-005,1203.8097384842165,652.3549869130236,9.990122311072337,2.997036693321701,0,683.3243660773478,1135.8769067689245,3.9960489244289343,741.2670754815673,1074.9371606713835,2.997036693321701,659.3480725307742,1103.9085153734932,21.97826908435914,51.94863601757615,0
2403101-006,24,031,01-006,633.0716959483052,549.0887406454495,4.000744014557885,7.000744014557885,1.352753741608817e-4,358.0350363219077,803.1228300397381,2.000135275374161,379.03753891632965,793.1206656337515,0,364.03280427823404,769.1216125613706,7.001758579864092,27.004396449660227,1.352753741608817e-4
2403101-007,24,031,01-007,226.27944214876032,112.38378099173553,0.18078512396694213,2.1807851239669422,0.07231404958677685,108.13068181818181,226.88171487603304,0.03615702479338843,143.3904958677686,182.36880165289256,0,125.83574380165288,185.49535123966942,4.325413223140496,17.68130165289256,2.0361570247933884
2403102-001,24,031,02-001,1187.3752108907356,1402.9620398119282,7.13571468127408,11.010867668874411,0.03498241510849392,644.4382562170605,1898.7523829844204,1.99879572024003,615.5169375000199,1936.6945192538724,1.0081434638971385,527.1151544130482,1956.6474940411642,23.187299669634182,80.45032822489723,5.014480508154322
2403102-002,24,031,02-002,910.8751940488149,1339.772527361172,4.031574258172491,10.841110863818566,7.163737059749221,488.6275995600558,1729.3614199954377,4.194764163886168,489.2040233288898,1734.2506747461923,1.166757859005924,423.7268218378546,1692.997523694199,30.5301070062091,74.929331181117007,5.184421795840519
2403102-003,24,031,02-003,680.7711851192046,1207.9776057790484,15.649912301590911,1.9562390376988639,3.9124780753977277,315.93260458836653,1553.253795932898,0,322.77944122031255,1549.3413178575001,0.9781195188494319,271.91722624014204,1545.4288397821024,22.496748933536935,55.75281257441762,1.9562390376988639
2403102-004,24,031,02-004,1016.8767797794254,1453.780259591683,17.39000596796574,15.821631326172763,3.737875002737583,516.6272155102238,1953.5337386623596,3.8083293472840656,511.79911675207745,1951.4259157713113,2.8386838756349473,458.5804639471872,1908.541013822566,29.733788290555275,77.7296854136438,3.906700108681298
2403102-005,24,031,02-005,877.0116627294907,1043.281042638958,12.429039463950796,19.874934690765787,0.03399583333797021,436.88988993305105,1474.709211628714,1.8909699910447832,471.9413335895898,1450.0803475901391,0.9542341236865731,393.0091229380564,1428.2981955011487,17.22096054649798,85.59660278947831,3.7994382384179297
2403102-006,24,031,02-006,1461.32014544203,1481.390169990562,16.416423614879005,8.119673547370684,1.1320004271601944e-4,762.4006027791025,2123.645489794529,4.000339600128148,758.4372979775532,2149.3027999789306,1.000113200042716,606.621592720766,2181.1950877822246,42.1301632974799,102.7533780821621,5.00028300010679
2403102-007,24,031,02-007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403102-008,24,031,02-008,1283.8989336685945,1315.6429174709915,7.366399890523406,11.50227391527607,0.11693161366900454,706.936114358056,1835.1525432654944,0.10714077754495323,740.2690521724276,1785.9006244120699,1.0567077224034092,680.1125948566092,1777.7697465359952,27.84697493443107,76.59152452251709,2.138720311207068
2403102-009,24,031,02-009,178.99999999999997,107,0,0,0,113,168,0,127.99999999999999,151.99999999999997,0,110,155,3,7.999999999999999,0
2403102-010,24,031,02-010,407,582,3,5,0,193,793,0,194,793,0,168,782,11,32,2
2403102-011,24,031,02-011,1138.9355325756733,1130.935985375844,12.999264199722345,15.999094399658272,1.999886799957284,641.9636627862882,1601.9093267657845,5.999660399871852,616.9650777868221,1634.9074589650797,1.999886799957284,517.9706811889365,1661.905930764503,32.998132199295185,46.99733979899617,4.99971699989321
2403103-001,24,031,03-001,1556.6742923736715,831.5798580088082,8.963939628779938,10.955926212953258,0,809.7230331461527,1499.8558427560079,3.983192635534569,931.2392882440037,1395.2652293611334,0.9956030256806246,821.6733915855684,1394.2856272581002,19.920646374545267,101.59170605924534,1.9912060513612493
2403103-002,24,031,03-002,1400.4540049884386,643.7490788417114,8.99649202589632,10.995712476095502,0,762.7026263262693,1223.5230541264862,1.999221433210435,897.650000325141,1089.5752982168042,4.915056263544046e-7,770.6995100930886,1130.559296802651,21.991423969179753,102.95985269375225,9.830112527088091e-7
2403104-001,24,031,04-001,741.394479216596,1348.9958700407617,16.678461254602386,7.920695284622955,0,334.1691919929541,1755.8073669088753,5.918969882450119,367.27524682046743,1735.3763225316186,1.9844841373591582,298.8622678760175,1716.5142332524067,15.806908039618554,85.49747926406684,0.03448252962735585
2403104-002,24,031,04-002,974.4629791880471,989.648609985006,18.041814782447386,11.030633887929792,0,401.596524057268,1563.0451753158904,0.03311467321823345,426.1250932944254,1553.5769342393014,2.007592175330288,345.14998958292955,1532.844347823446,22.16213214087687,86.09255390259169,0.022983493100433402
2403104-003,24,031,04-003,1003.6669978275514,1477.914728906365,13.223800153202783,11.103399016744774,0,428.3568380413886,2035.232152897226,4.079107908676831,473.783115709677,1996.978223253585,0.026942912883642676,370.89444165066976,2003.705957885246,18.208408202651654,118.12488237550951,1.9991949154189468
2403104-004,24,031,04-004,431.8245006264027,622.1802955020926,4.1299864682164555,6.7933562044503555,1.3663816331109628,169.4205780224346,890.5401756495378,1.4049335942154217,172.82111132077023,895.3379321498679,0.02313117666267536,150.84334930768145,879.7093576835216,9.587802608439414,35.487370499780575,1.3509608486691793
2403104-005,24,031,04-005,774.7601436356045,954.2478585487389,9.116906719554649,15.040840625596836,2.001022038514695,411.58296635555934,1308.4277659422542,0.039474225493883866,417.987022057667,1303.102678978121,2.010347100641433,371.2170132591666,1255.353227617863,18.121570015215077,82.65270536687214,3.9828976139286407
2403104-006,24,031,04-006,773.9572818637098,906.6071768223095,3.989470525070669,12.965779206479674,3.989470525070669,338.1076269997392,1351.433140367689,3.989470525070669,378.9996998817135,1305.5542293293763,1.9947352625353345,317.1629067431182,1309.5436998544471,17.95261736281801,65.82626366366604,0
2403104-007,24,031,04-007,779.8234536745192,1039.1415869404073,11.294997272719034,15.50273620428827,2.009452891293994,382.02226308381233,1439.98181716687,4.031288352701774,395.10687713951995,1443.251241661392,0,349.00433834525467,1413.0510186404333,10.828766753378781,73.11991806240336,0.024765140227572136
2403104-008,24,031,04-008,1071.8699704974802,1585.25058317284,15.625824949381238,14.657080037501487,3.9300451855671508,398.8031252709872,2251.5256017275988,8.801016214680166,406.6187623926492,2267.168060858118,2.94701758971206,329.4794334337774,2232.9696796689536,30.298506569094485,96.6748945172824,1.9816567739219448
2403104-009,24,031,04-009,484.59791722826,651.6007851176802,5.792006978823824,10.618679461177011,1.9306689929412748,211.4082547270696,926.7211166118119,5.792006978823824,244.22962760707125,905.4837576894579,0,211.4082547270696,887.1424022565158,10.618679461177011,33.78670737647231,3.8613379858825496
2403104-010,24,031,04-010,936.0363368738376,923.4359280914653,11.117564688397609,8.189313020021233,3.0383429745072856,362.7116119096537,1508.915470935042,2.042109900052695,407.7996320495261,1462.0609213247888,1.0019871407212029,347.17740319270496,1462.6218314475,23.270217328143424,63.99588055770444,0.03741636032696283
2403104-011,24,031,04-011,192.50033206748503,132.0307210402462,0.9927811608722841,0.0018865624115508074,2.0174421375355437e-4,89.3035055899052,231.25783923839316,0,98.2270490812518,220.35345110139565,2.0174421375355437e-4,71.45415440943204,237.19906437808606,0.9936890098341751,21.825376085900153,4.0348842750710873e-4
2403104-012,24,031,04-012,1042,973,7,15,2,487,1516,0,521,1473,1,420,1517,26,73,2
2403104-013,24,031,04-013,957.730430676884,875.7535044602822,3.99887444959033,2.9991558371927476,0,347.9020771143587,1490.5804510847954,1.999437224795165,405.8857566334185,1433.5964901781333,0,350.90123295155144,1430.5973343409405,14.995779185963737,56.983960906662205,4.998593061987912
2403104-014,24,031,04-014,910.730163809951,1234.587871171796,9.902196107017424,19.781004856129304,0,387.17382139056457,1776.907811033045,1.9763464337700145,401.98764938462506,1756.1503266389834,0.0029234197381930293,337.671611114692,1708.6829311916447,25.745125194297664,92.02581621904798,1.9821932732464007
2403104-015,24,031,04-015,345.88736572281005,554.8232711492544,2.9916097294588817,9.972032431529605,0,142.80125049837588,745.8423540921018,1.9944064863059212,141.7537505733473,754.021166764828,0,118.8180759808292,744.8954475308244,8.974829188376646,30.016690658340075,2.09499985005718
2403104-016,24,031,04-016,1261.292715656911,1128.681619620668,12.630343969569525,5.856458774886584,2.909070498204657,561.9320720992964,1808.436375961965,1.950855067862084,627.007611268611,1749.2035615682564,0.9722649365946859,512.1653292206207,1778.3359319319557,13.7375847618063,106.07440911965837,0.011015303780684771
2403104-017,24,031,04-017,768.158693407753,926.1676932589346,6.121910595826312,10.013697750831964,2.9959884720119367,288.9817014839235,1414.0240581757691,0.14617535827774314,290.08864235109615,1431.8700553560384,0.048725119425914384,222.3690568943708,1423.4855379064406,14.181593915917796,68.04441958623143,1.9864978436910878
2403104-018,24,031,04-018,1101.1658080218522,865.8254060758137,6.147257961140037,11.235005058300287,0.06949025627561313,420.84706305705663,1532.3471942894664,3.4126825755366626e-4,456.88441622763173,1516.7523021809552,1.7063412877683313e-4,389.2921081302191,1500.5544244099503,19.33473270331243,94.5920775720045,2.0459855692595217
2403104-019,24,031,04-019,551.5124535259199,461.1634073805412,6.996062928900637,6.00197068985365,0,273.2695570401282,735.3493438981443,0.011513001714377611,270.43407109484554,733.199977396049,1.0027269903327702,241.33196237176645,721.3428267882001,17.980007815703598,42.981982814165185,1.9996974798083516
2403104-020,24,031,04-020,1308.4387345673001,860.7775403077995,7.909754110261707,5.894732207994544,0.029813814261705065,577.6250161644425,1546.64946674408,3.9082596924906685,652.1777370912855,1476.0561371095623,0.9820338921662847,526.5578118623971,1494.808858909971,17.64324678386578,131.39972790803165,0
2403104-021,24,031,04-021,930.9614128635119,915.6435272499288,4.176693620182209,3.067144176215108,0.052300831137239004,386.2581984978918,1433.3372048956646,2.009895563385246,430.87384676134144,1389.814176994094,1.004695517547237,342.9145519830195,1417.9782483288661,16.0407655882884,74.97278051048649,1.974019286045542
2403104-023,24,031,04-023,101.99999999999999,55,1,2,0,54.00000000000001,101.99999999999999,0,57,97,0,40.00000000000001,109,0,11,0
2403104-024,24,031,04-024,888.0094519781128,705.4367574309737,3.0114223454588536,7.981413472607078,0.005132732994753268,420.4688594942406,1153.015261678337,1.996208823650895,422.5762775327778,1155.9000766099252,0.0017109109982510894,362.59077998535236,1176.875667457244,10.984281263074676,54.98813184430517,1.992787001654393
2403104-025,24,031,04-025,597.3830292076361,497.626405806114,3.1205197811142713,2.1013323153490777,0.002748566345252657,244.42120849414698,830.9779377941147,0.06697028026662329,251.67702776921772,832.6940115936266,0.01949113641190848,234.51574099287717,823.1097255126003,3.3003140303344667,46.00594127273254,0.005497132690505314
2403104-026,24,031,04-026,607.0145181476846,764.2821026282853,3.8357947434292865,17.26107634543179,0,285.7667083854819,1088.4067584480601,1.9178973717146433,306.86357947434294,1061.556195244055,2.876846057571965,260.83404255319147,1069.2277847309138,13.425281602002503,36.44005006257822,3.8357947434292865
2403104-027,24,031,04-027,62.03140379237222,185.15270432794912,2.00311988095877,3.3451053927131453,5.310820986227428e-4,27.2343460914619,222.17026924312987,0.004115932988888732,25.458642816085895,222.15142071602781,0,21.44821568498209,217.94836323059755,2.6548324770362535,8.657824115577297,0.0035848508902659895
2403104-028,24,031,04-028,323.410317159046,532.2992547351146,4.061598089841592,11.047198352593744,0.00692291319093437,122.25416260358948,737.2531121623822,0.012595099180303852,131.4684743046268,733.056339400643,0.005788475993060474,113.8621855107598,726.3124156860487,3.105145247909648,28.522781689498167,0.016726756645441022
2403104-029,24,031,04-029,406,279,1,5,0,206,470,0,205,482,0,175,483,7,25,2
2403104-030,24,031,04-030,684.422351423937,890.1143224497758,7.050694441694448,5.031560625646448,0.12855960921762116,293.84079455867874,1248.852465406496,0.12391057093641371,327.6320750594566,1213.2155992403257,0.12657317808098525,242.87614830528653,1261.6391416226074,11.174028639728553,67.86259239538118,2.1199109185734866
2403104-031,24,031,04-031,753.358679679862,1094.8367106430821,10.031785612112259,8.052976020187097,4.010595204037419,297.31910290265876,1562.9239658384538,4.010595204037419,299.3455909127523,1575.9610490525847,0,256.17606764815355,1548.8392042061544,16.074166428261936,55.27547530497291,0.0105952040374196
2403104-032,24,031,04-032,512,417,0,3,0,213,688,2,215,702,2,153,741,4,47,0
2403104-033,24,031,04-033,28.733976413419057,81.56741691551217,0.9269024649490019,0,1.8538049298980037,17.611146834031036,91.76334402995118,1.8538049298980037,17.611146834031036,93.61714895984919,1.8538049298980037,14.83043943918403,93.61714895984919,2.7807073948470054,0,1.8538049298980037
