GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PRECCAS,G16PREIFUE,G16PREOWRI,G16USSRMUR,G16USSDMET,G16USSLMIL,G16USSICRA,G16USSIGIA,G16USSISTO,G16USSOWRI,G16HALRYOU,G16HALDLIN,G16HALLMCD,G16HALISOU,G16HALOWRI
0218039-924,02,180,39-924,216.71310507674144,221.6835891381346,40.75796930342385,2.9822904368358913,7.952774498229044,0,15.905548996458087,272.38252656434474,51.693034238488785,132.21487603305786,0.9940968122786304,5.964580873671783,26.840613931523023,0,249.51829988193623,194.84297520661156,27.834710743801654,7.952774498229044,0.9940968122786304
0218039-926,02,180,39-926,288.28689492325856,281.3164108618654,42.24203069657615,22.017709563164107,12.047225501770956,0,46.09445100354191,342.61747343565526,77.30696576151122,164.78512396694217,3.0059031877213696,1.0354191263282173,71.15938606847698,5,319.48170011806377,250.15702479338844,73.16528925619835,16.047225501770956,6.005903187721369
0218039-932,02,180,39-932,27,192,10,0,36,6,17,144,25,95,2,1,13,0,164,100,8,10,0
0218039-936,02,180,39-936,32.31939163498099,57.03422053231939,2.8517110266159693,0,5.703422053231939,3.802281368821293,2.8517110266159693,62.73764258555133,11.406844106463877,20.91254752851711,0,0,7.604562737642586,0,72.24334600760456,22.813688212927755,1.9011406844106464,3.802281368821293,0
0218039-938,02,180,39-938,32.83300715518247,153.71867658641833,3.9757863293649764,1.045211421221443,17.826609224719295,1.9788476448248633,26.859979245344725,150.8424757627314,16.90232141690615,52.592832564194964,1.9878931646824882,0,8.978390144303493,1.978645714203095,123.01227435310922,90.39094890584396,10.910596675487854,9.911824437285146,1.978645714203095
0218039-942,02,180,39-942,28.087078651685392,40.853932584269664,6.808988764044944,1.702247191011236,5.957865168539326,0,1.702247191011236,45.96067415730337,3.404494382022472,28.93820224719101,0,0,2.553370786516854,0,53.62078651685393,26.384831460674157,0,2.553370786516854,0
0218039-944,02,180,39-944,15,69,12,0,16,2,21,52,6,70,0,2,2,0,89,32,5,4,0
0218039-946,02,180,39-946,19.815050990412136,39.63010198082427,1.9815050990412137,5.944515297123641,1.9815050990412137,0,15.85204079232971,49.537627476030345,8.916772945685462,16.842793341850317,0.9907525495206069,0,7.926020396164855,0,35.66709178274185,38.639349431303664,2.9722576485618206,1.9815050990412137,0
0218039-948,02,180,39-948,104.00015998581915,152.00087992200537,25.000059994682182,1.9999999999999998,8.000019998227394,0,23.000019998227394,202.00087992200537,15.000099991136974,69.00005999468218,3,0,16.000059994682182,1.0000199982273947,193.00071993618621,98.00029997341092,9.00003999645479,1.0000399964547895,1.9999999999999998
0218039-950,02,180,39-950,5.145526156097257,24.683531945305297,1.0176395340723947,16.004409883518097,2.0793779033257764,0.008819767036197376,4.119066854988665,27.670302294751004,8.074968019807677,9.233723826459231,0.008819767036197376,0,9.039688951662889,0.008819767036197376,23.546825556244237,24.401299400146982,2.0485087186990856,3.044098835180987,0.008819767036197376
0218039-952,02,180,39-952,22.025974025974026,40.608534322820034,4.0395794681508965,0.9795918367346939,3.9183673469387754,0.24242424242424243,14.795299938157081,51.737786023500306,9.30117501546073,16.148423005565864,0,0,6.241187384044527,0.9795918367346939,44.27458256029684,36.70995670995671,2.2016079158936304,2.080395794681509,0
0218540-004,02,185,40-004,23.217391304347828,71.14492753623189,12,4,8,0,8.018115942028986,57.05434782608695,15.072463768115941,41.18115942028985,4,1,8.054347826086957,0,71.21739130434783,41.09057971014493,9.054347826086957,6,0
0218540-006,02,185,40-006,21,43,5,1,4,1,3,45,3,22,1,1,3,0,47,20,6,4,0
0218540-008,02,185,40-008,146,206,11,11,8,6,24,230,40,74,6,0,49,0,214,138,27,13.000000000000002,6
0218540-010,02,185,40-010,388,474,34,24,35,7,51,585,100,155,12,2,119,7,566,309,62,21,13
0218540-016,02,185,40-016,38.00000023021292,34.000021640014594,2.0000006906387635,5.000000460425842,11.000000690638764,1,2,57.00000690638764,9.000006676174717,12.00000529489719,1.0000002302129212,0,12.000004374045504,0,50.0000043740455,27.000015884691564,11.000001611490449,3.000000920851685,0
0218540-030,02,185,40-030,33.00575823755557,43.029194313829336,11.003067056948082,2.0008012381384805,14.002804054931099,1.0008262594207091,27.00066334253264,62.0214944199188,15.007386292221925,37.01005245154718,2.5021282228570314e-5,2.000388108428126,14.003455165376208,0,79.0229339793077,35.016337250243886,10.003793231239877,5.000125106411143,1
0218540-032,02,185,40-032,50,114,11,0,8,0,2,108,21,42,0,1,9,0,105,59,10,8,0
0218540-034,02,185,40-034,15.007846942416643,30.014445507630636,2.002496754405295,3.0001783396003785,16.003388452407187,3.566792007564088e-4,11.001961735604162,41.017655620437445,9.00285343360605,21.00802528201702,1.783396003782044e-4,0,6.002496754405295,0,49.0196173560416,22.008560300818157,4.002140075204538,1.0008916980018912,1
0218540-040,02,185,40-040,88,68,3,0.9999999999999999,15.999999999999998,5,14,106,3.9999999999999996,59,0.9999999999999999,0,20,0,127,42,15,1.9999999999999998,0.9999999999999999
0218840-002,02,188,40-002,11.995342698862487,69.97283241003117,6.997283241003117,1.9992237831437478,5.9976713494312435,1.9992237831437478,0.9996118915718739,48.98098268702182,17.993014048293734,22.9910735061531,0,0.9996118915718739,7.996895132574991,0,51.97981836173745,38.98486377130309,8.996507024146867,0,0
0218840-012,02,188,40-012,26,79,10,10,9,1,17,99,18,26,2,0,6,0,90,40,12,6,0
0218840-014,02,188,40-014,4.206415698308139,37.96768948745213,0.025069037521415212,4.0058633981368175,3.112507772913716,2.0123325881389396,3.1689131073369006,30.949594466487255,6.10593761760071,15.330650267495491,0.012534518760707606,0,5.055900507868763,0.012534518760707606,33.773808307904694,19.568402262705398,3.0686369572512397,1.0625716284926539,0.012534518760707606
0218840-018,02,188,40-018,40.341747572815535,74.7378640776699,5.054368932038836,0,7.031067961165049,0.007766990291262136,12.062135922330096,79.58252427184466,20.10873786407767,18.450485436893203,2.0310679611650486,1,15.015533980582525,2,89.78446601941748,42.341747572815535,4.046601941747573,2.007766990291262,0
0218840-020,02,188,40-020,25,73,3,0,20,2,19,77,19,32,2,0,11,0,92,42,8,1,0
0218840-022,02,188,40-022,7,18,5,0,13.000000000000002,1,8,21,4,22,0,0,3,0,38,8,6,0,0
0218840-024,02,188,40-024,291,451,50,23,34,8,43,493,80,206,12,2,77,1,470,343,42,18,1
0218840-026,02,188,40-026,43.991052121165296,80.98352776850885,13.997152947643505,0.9997966391173931,18.99613614323047,1.9995932782347863,10.997763030291324,98.97986727262193,15.99674622587829,44.990848760282695,0.9997966391173931,0,13.997152947643505,0,109.97763030291325,47.99023867763487,11.997559669408718,4.998983195586966,0
0218840-028,02,188,40-028,48,91,11,2,17,1,11,106,20,38,0,4,6,1,107,51,12,3,1
0218840-036,02,188,40-036,43.658252427184465,94.2621359223301,6.945631067961165,0,3.9689320388349514,0.9922330097087378,7.937864077669903,74.41747572815534,13.89126213592233,57.5495145631068,3.9689320388349514,0,1.9844660194174757,0,100.21553398058252,43.658252427184465,5.953398058252427,0.9922330097087378,0
0218840-038,02,188,40-038,10,79,1,0,4,0,4,66,16,16,0,1,0,0,60,35,2,0,0
0219535-700,02,195,35-700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0219535-730,02,195,35-730,6.734889537307211,8.1825760733639,1.0070862859524803,0.5664860358482702,1.0070862859524803,0.7553147144643602,0,10.007919966652771,2.5806586077532305,3.7765735723218006,0.3776573572321801,0,1.7624010004168402,0,8.560233430596082,6.357232180075031,2.2659441433930807,0.6923718215923301,0
0219535-755,02,195,35-755,910.8964346349745,563.081494057725,89.69439728353142,59.79626485568761,15.945670628183363,8.96943972835314,50.826825127334466,894.9507640067912,196.33106960950764,327.8828522920204,8.96943972835314,13.952461799660442,205.30050933786077,3.9864176570458407,799.276740237691,546.1392190152801,188.35823429541597,69.7623089983022,9.966044142614601
0219835-705,02,198,35-705,345.4507596731494,198.86792531377543,28.009508493541272,16.805825540560665,8.402906224387078,5.601880751849836,24.274901687961613,296.901309775462,98.96692651936942,145.64964577992689,13.071133638368686,1.8673066757364567,52.284370906143344,3.7345871678998908,291.29932428932005,212.8724962755349,73.75842386068562,26.142201817804814,6.535553727397831
0219835-730,02,198,35-730,100.26511046269279,121.8174239266361,14.99291371404752,8.43351396415173,14.99291371404752,11.24468528553564,0,148.99208003334724,38.41934139224677,56.2234264276782,5.62234264276782,0,26.23759899958316,0,127.43976656940391,94.64276781992497,33.73405585660692,10.30762817840767,0
0219835-735,02,198,35-735,10.002581739948353,5.455953676335465,8.183930514503196,0.9093256127225775,0.9093256127225775,0,1.818651225445155,13.63988419083866,3.63730245089031,9.093256127225773,2.7279768381677325,0,1.818651225445155,0,11.821232965393508,9.093256127225773,5.455953676335465,2.7279768381677325,0
0219835-740,02,198,35-740,245.54924032685062,191.13207468622457,17.99049150645873,29.194174459439335,13.597093775612922,0.3981192481501641,14.725098312038387,270.098690224538,63.033073480630584,124.35035422007311,12.928866361631314,2.1326933242635433,26.715629093856652,0.2654128321001094,253.70067571067997,172.1275037244651,55.241576139314375,15.857798182195188,4.464446272602169
0219835-745,02,198,35-745,84,41,11,6,7,0,3,71,31,38,3,1,5,0,88,49,12,2,2
0219835-755,02,198,35-755,3.103565365025467,1.9185059422750423,0.30560271646859083,0.2037351443123939,0.05432937181663837,0.030560271646859084,0.1731748726655348,3.0492359932088284,0.6689303904923599,1.1171477079796264,0.030560271646859084,0.04753820033955857,0.699490662139219,0.013582342954159592,2.7232597623089982,1.8607809847198642,0.6417657045840407,0.23769100169779286,0.03395585738539898
0219835-760,02,198,35-760,25.000000000000004,15.000000000000002,0,3,0,0,0,19,11.000000000000002,7,1,0,5,0,17,14,8,2,0
0219835-780,02,198,35-780,221.99741826005163,30.54404632366454,7.816069485496803,6.0906743872774225,4.0906743872774225,5,13.181348774554845,116.36011580916133,18.36269754910969,108.90674387277423,5.2720231618322675,1,18.181348774554845,6.999999999999999,176.1787670346065,43.90674387277423,39.54404632366454,14.272023161832267,4
0219836-670,02,198,36-670,11.761394101876677,6.024128686327078,1.229414017617771,0.34833397165836844,0.040980467253925706,0.020490233626962853,0.7581386441976254,10.224626579854462,1.4138261202604367,5.122558406740712,0.040980467253925706,0.040980467253925706,2.6432401378782076,0.020490233626962853,10.900804289544237,5.737265415549598,2.0900038299502106,0.6761777096897741,0.020490233626962853
0219836-675,02,198,36-675,19.99835053684654,99.99175268423272,0.9999175268423272,7.999340214738617,1.9998350536846543,0.9999175268423272,0.9999175268423272,53.995546449485666,34.99711343948145,29.997525805269813,0,0,9.99917526842327,0.9999175268423272,49.99587634211636,64.99463924475127,8.999257741580944,5.999505161053963,0
0219836-680,02,198,36-680,189.16481679300415,288.1371260011582,33.5228789253425,16.76143946267125,27.935732437785422,10.376129191177442,25.54124108597524,355.1828838518432,67.84392163462174,118.1282400226355,9.577965407240717,3.9908189196836314,24.743077302038515,0.7981637839367263,358.3755389875901,159.63275678734527,35.119206493215955,18.357767030544704,0.7981637839367263
0222035-765,02,220,35-765,995.6057576969213,988.6225509796081,108.73850459816073,65.84166333466614,25.93762495001999,12.968812475009996,58.858456617353056,1018.5505797680928,372.10515793682526,509.77409036385444,12.968812475009996,13.96641343462615,276.33546581367455,0,1007.5769692123151,902.828868452619,204.50819672131146,69.83206717313075,0
0222035-770,02,220,35-770,819.3942423030787,1140.3774490203919,98.26149540183927,60.15833666533386,22.06237504998001,10.031187524990004,57.141543382646944,949.4494202319072,413.89484206317474,406.22590963614556,11.031187524990004,11.03358656537385,386.66453418632545,4,862.423030787685,1015.171131547381,183.49180327868854,47.167932826869254,4
0223033-540,02,230,33-540,227.99762550937456,441.99539682080507,58.9993855484785,37.999604251562424,6.999927098972026,3.999958342269729,45.99952093610189,309.99677152590397,211.99779214029564,98.99896897117578,3.999958342269729,0.9999895855674322,190.99801084337957,0,258.99730266196497,417.99564676718666,102.99892731344552,22.999760468050944,0
0224006-015,02,240,06-015,26.93425605536332,6.252595155709343,0.4809688581314879,0,0,0,0.9619377162629758,20.68166089965398,1.4429065743944636,6.73356401384083,1.4429065743944636,0,3.366782006920415,0.9619377162629758,23.086505190311417,5.290657439446367,1.9238754325259515,1.9238754325259515,0.9619377162629758
0224006-027,02,240,06-027,55.19827586206897,8.715517241379311,2.9051724137931036,0,0,0,0,30.988505747126435,0,32.92528735632184,0.9683908045977011,0,0.9683908045977011,0,53.26149425287357,2.9051724137931036,8.715517241379311,0.9683908045977011,0
0224006-030,02,240,06-030,85.99977414988028,44.999881822611776,0.9999973738358172,1.9999947476716344,2.9999921215074514,0,2.9999921215074514,49.99986869179086,15.999957981373075,54.99985556096995,0.9999973738358172,0.9999973738358172,13.999963233701441,0,84.99977677604446,42.99988707494014,3.999989495343269,3.999989495343269,0
0224006-053,02,240,06-053,5.392131389208075,11.098203524297093,0.9514002290134354,0,0.6342065804028524,2.0079646479258474e-5,0.3172940468429792,8.24528793463146,2.219692911940265,5.07417471403128,0,0,2.5368263216114095,0,11.416501553464034,5.073813280394654,1.2685737979775389,0.3170731707317073,4.015929295851695e-5
0224006-060,02,240,06-060,44.80091298668686,58.20400239435202,0.06666666666666667,0.9489555954614225,0.993400039905867,0.9489555954614225,2.846866786384268,79.74109220107584,6.798244723785514,21.232578655706853,0,0.9489555954614225,5.693733572768536,0,91.12855934661292,22.092645362279384,2.980200119717601,0.06666666666666667,0
0224006-075,02,240,06-075,4,35,3,0,2,0,0,25,7,4,0,1,5,1,22,20,1,0,2
0224006-085,02,240,06-085,8.799999999999999,55.73333333333333,2.933333333333333,0,1.9555555555555555,0,0,43.02222222222222,6.844444444444444,15.644444444444444,0,0,0,0,43.02222222222222,11.733333333333333,5.866666666666666,2.933333333333333,0
0224006-090,02,240,06-090,511,160,38,12,11,1,25,312,74,273,19,13,43,1,406,193,91,33,5
0224009-600,02,240,09-600,1294.8057360401604,230.28544341519918,82.09502685960909,23.000147005281974,16.00048615736346,2.0000607696704327,26.00028060947439,687.0127264945445,103.00164389899037,707.0776562739095,19.03137996322279,24.99995307683179,79.03243895897393,4.999939675742234,1027.74140909667,275.0956698213332,255.28471729704268,43.03244879676214,6.00094640337315
0224009-608,02,240,09-608,415.0028961513741,59.00051517000468,21.000183669306015,9.000051517000468,3.000035837913369,4.47973917114358e-6,19.000058236609224,227.0015365505357,35.000230706567315,220.0015813479274,10.000042557522125,3.0000559967396394,21.00017694969726,3.0000111993479277,351.0022981061948,60.00061596413603,77.00057116674432,10.000096314392179,8.000013439217513
0227536-690,02,275,36-690,750,269,51,19,9,4,19,646,85,271,8,5,75,1,704,257,96,24,6
0228232-850,02,282,32-850,0.4945197970420989,1.4835593911262968,0.24725989852104946,0,0.41209983086841573,0.1648399323473663,0.1648399323473663,2.0604991543420788,0.1648399323473663,0.4945197970420989,0,0.08241996617368315,0,0,2.0604991543420788,0.24725989852104946,0.24725989852104946,0.24725989852104946,0
0228232-860,02,282,32-860,136,162,24,8,0,0,13,155,53,78,2,1,49,0,166,141,20,10,0
0229006-007,02,290,06-007,0.9999997697870787,93.9999783599854,2.999999309361236,1.9999995395741574,2.999999309361236,0,0,29.999993093612364,28.999993323825283,22.99999470510281,0.9999997697870787,0,18.999995625954497,0,18.999995625954497,68.99998411530844,6.999998388509551,3.999999079148315,0
0229006-010,02,290,06-010,5,37,2,0,1,0,0,23,2,11,0,0,7,0,19,18,3,1,0
0229006-015,02,290,06-015,32.21858434191353,14.212192140511892,1.5351735572597396,0.6117059307684439,0.13480510096922413,0.0725755491807702,1.3387581367114214,26.621226791091097,4.190521077184229,9.41333169343133,1.6607811029661446,0.010393656251316531,6.961278417428585,1.1106590146329056,28.31478212095802,13.22602929745734,3.1650596446259365,2.439065858523233,1.1106431283465723
0229006-023,02,290,06-023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0229006-024,02,290,06-024,3.9510389363638665,1.685776612848583,0.2634025957575911,0,0,0,0,2.475984400121356,1.0536103830303645,1.7911376511516195,0,0,0.7375272681212551,0,3.2661921873941293,1.7384571320001012,0.7375272681212551,0.05268051915151822,0
0229006-030,02,290,06-030,2.2585011972096406e-4,1.1817738822608584e-4,2.6261641828019075e-6,5.252328365603815e-6,7.878492548405723e-6,0,7.878492548405723e-6,1.313082091400954e-4,4.201862692483052e-5,1.4443903005410493e-4,2.6261641828019075e-6,2.6261641828019075e-6,3.6766298559226705e-5,0,2.2322395553816215e-4,1.1292505986048203e-4,1.050465673120763e-5,1.050465673120763e-5,0
0229006-033,02,290,06-033,63,225,5,5,0,4,0,142,28,56,0,0,60,0,183,91,9,1,0
0229006-050,02,290,06-050,59.032258064516135,10.822580645161292,0.9838709677419355,0,1.967741935483871,0,0.9838709677419355,28.532258064516128,5.903225806451613,30.5,0,0,8.85483870967742,0.9838709677419355,40.33870967741936,19.677419354838708,12.790322580645162,2.9516129032258065,0
0229006-054,02,290,06-054,28.967741935483872,56.177419354838705,5.016129032258064,3,10.032258064516128,4,0.016129032258064516,59.46774193548387,22.096774193548388,16.5,3,0,5.14516129032258,0.016129032258064516,36.66129032258065,47.322580645161295,17.20967741935484,5.048387096774193,0
0229006-056,02,290,06-056,239.16790990925983,104.31565132682698,20.047347699024048,12,11,1.0473476990240471,34.063130265365395,216.5523898219472,36.14204309707214,110.69443291901935,6.015782566341349,5.031565132682698,37.14204309707214,1,230.8364760160915,105.44191185755777,50.15782566341349,22.15782566341349,2
0229006-070,02,290,06-070,0,9,3,0,1,0,0,8,0,5,0,0,0,0,5,7,1,0,0
0229006-080,02,290,06-080,22.999580488640092,124.99772004695701,11.999781124507875,0.9999817603756561,0,0,2.9999452811269687,104.99808483944389,18.999653447137465,17.99967168676181,0.9999817603756561,0.9999817603756561,10.999799364132217,0,59.99890562253937,66.99877794516897,15.999708166010498,0.9999817603756561,0
0229006-095,02,290,06-095,4.086956521739131,109.05797101449275,1,0,5,0,0.007246376811594203,52.02173913043479,31.02898550724638,18.07246376811594,0,0,17.02173913043478,0,50.086956521739125,57.036231884057976,5.021739130434783,1,0
0229037-300,02,290,37-300,9.468541819316501,34.4027274947634,0.800454582460566,3.0001136456151416,4.333731092986328,0.06666666666666667,2.133446978948475,29.069735098275487,4.26689395789695,5.401931975457405,0.13333333333333333,0.06666666666666667,11.333503801756045,0,35.00357983687695,14.135094840368026,3.0666666666666664,0.06683713508937889,0
0229037-302,02,290,37-302,20.626029962546816,33.73483146067416,11.22247191011236,0.0056179775280898875,4.686329588014981,0.9333333333333333,1.8722846441947567,43.08501872659176,3.7445692883895134,19.695505617977528,1.8666666666666667,0.9333333333333333,4.675093632958801,0,56.176966292134836,15.95374531835206,0.9333333333333333,0.9417602996254681,0
0229037-304,02,290,37-304,17.00000001385674,65.00000029099158,5,1,3,0,3,61.00000023556461,9.000000013856742,23.00000001385674,0,0,3.0000000415702264,0,55.00000018013765,31.000000096997194,4.000000041570226,3,1
0229037-306,02,290,37-306,69.07334657177061,41.207271935081664,16.02668345603338,0,0.02743616375232292,1.9976195645557715,0.02743616375232292,66.2415342074509,9.089887307592823,34.014404924952764,0,3.995239129111543,16.04497423186826,0,81.1596632261971,31.22831950022025,11.99486277525207,3.0238655105859804,0
0229037-308,02,290,37-308,16.844528405403505,27.743929138311653,4.954273060412795,0,2.9725638362476774,0,2.9725638362476774,34.67991142288957,10.899400732908148,5.945127672495355,0,0,6.935982284577913,0,27.743929138311653,28.734783750394215,0.990854612082559,2.9725638362476774,0
0229037-310,02,290,37-310,0.9999999861432579,20.999999709008417,0,0,0,0,0,16.999999764435383,0.9999999861432579,0.9999999861432579,0,0,2.9999999584297736,0,12.999999819862353,6.999999903002805,2.9999999584297736,0,0
0229037-312,02,290,37-312,9,1,4,0,0,0,0,8,0,4,0,0,1,0,5,4,3,0,0
0229039-314,02,290,39-314,86.35074626865672,115.13432835820895,14.888059701492537,1.9850746268656716,1.9850746268656716,0.9925373134328358,12.902985074626866,153.84328358208955,22.828358208955223,31.761194029850746,0,0.9925373134328358,13.895522388059701,0,131.0149253731343,62.52985074626865,15.880597014925373,10.917910447761194,0
0229039-316,02,290,39-316,17.64925376852997,84.86567173698897,1.1119402999949302,2.0149253746217957,9.014925376109263,0.007462688054631667,8.09701492834807,62.15671652500811,11.171641808894385,28.238805996923666,0,1.0074626880546316,24.104477619377633,0,65.9850747176012,43.47014931323004,14.119402993999431,2.0820895537262736,2
0229039-318,02,290,39-318,7.964809676365639,43.806453220011015,2.9868036286371145,0,0.9956012095457049,0,0.9956012095457049,43.806453220011015,4.978006047728524,2.9868036286371145,0,0,2.9868036286371145,0.9956012095457049,35.841643543645375,14.934018143185574,1.9912024190914097,1.9912024190914097,0
0229039-320,02,290,39-320,2,38,9,0,3,0,0,43,3,3,0,0,2,0,26,24,2,0,0
0229039-322,02,290,39-322,16.035030337815204,62.19266685798362,2.013136376680701,2,4.0043787922269,1,4.0043787922269,75.19266685798362,9.021893961134502,14.013136376680702,1,0,2.013136376680701,0.004378792226900291,68.15763652016841,27.065681883403506,4.008757584453801,0.008757584453800583,0
0229039-324,02,290,39-324,12.999999999999998,42,1.9999999999999998,0,3,0,1.9999999999999998,33,3,13.999999999999998,0,0,12.999999999999998,0,35,22,0.9999999999999999,0.9999999999999999,0
0229039-942,02,290,39-942,4.818349566451289,7.008508460292784,1.1680847433821306,0.29202118584553266,1.0220741504593642,0,0.29202118584553266,7.884572017829382,0.5840423716910653,4.9643601593740545,0,0,0.438031778768299,0,9.198667354134278,4.526328380605756,0,0.438031778768299,0
0229040-326,02,290,40-326,8,76,6,0,1,0,0,67,11,13,0,0,2,0,46,38,1,1,0
0229040-328,02,290,40-328,11.695652173913043,7.797101449275362,0,0,0,0,0.9746376811594203,2.9239130434782608,3.898550724637681,9.746376811594203,0,0,2.9239130434782608,0,11.695652173913043,4.8731884057971016,2.9239130434782608,0,0
0229040-330,02,290,40-330,4,26,3,0,8,1,2,29,5,11,0,0,0,0,30,8,1,3,0
