GEOID20,STATEFP,COUNTYFP,DISTRICT,G20PRERTRU,G20PREDBID,G20PRELJOR,G20PREGHAW,G20PRECBLA,G20PREACAR,G20PREOMYE,G20PRESLAR,G20PREIWES,G20PREICOL,G20PREIPIE,G20PREIGAM,G20PREIFUE,G20USSRCOT,G20USSDHAR
05031000037,05,031,000037,828.3023897058823,169.06709558823528,6.3400735294117645,1,5,3.034007352941176,1,0,1.068014705882353,0.034007352941176475,0.034007352941176475,0,0,833.0643382352941,176.30514705882354
05031000038,05,031,000038,576.6939966167886,143.93200250569765,9.659865939979708,0,0,0.9659865939979708,0,0,1.9319731879959416,0.9659865939979708,0.9659865939979708,0,0,569.9320904588028,150.69390866368346
05031000039,05,031,000039,535,167,16,3,2,0,0,0,2,0,0,1,1,538,177
05031000040,05,031,000040,630,117,7,1,0,1,1,0,2,2,0,1,0,622,129
05031000041,05,031,000041,658.5886198363872,114.59538620877763,6.027290940318601,2.004170163264904,1.9982579830553482,1.002085081632452,0,0.0029560901047778125,2.0071262533696816,2.004170163264904,0,1.0050411717372298,0,668.6478998240739,115.55017384873364
05031000042,05,031,000042,510.1951118762303,97.85921544820593,3.994404317598499,2.9940209940309472,1.996264127963907,0.9982301589625222,0,0,0.9992779833979712,6.429419536274713e-4,3.830210266447116e-4,3.658390192829966e-4,0,519.1784794600217,88.88030190913148
05031000043,05,031,000043,783.0083644131508,168.50908929079284,6.3869429138028035,1.0776341719254048,0.058775236933758856,0.10599889388128152,0,1.1553348404524069,2.196716210805214,0,1.0529329503390432,0.022522435361161122,1.1023353935117661,783.1120107698938,175.85980973308574
05031000044,05,031,000044,472.8712431375271,158.1483190021642,3.8104368364784027,0.9526092091196007,0.9495711514575051,1.893066187590819,0,2.8395992813862287,2.8456753967104196,0,0.012152230648382382,0.0030380576620955956,1.893066187590819,490.91309501521965,147.68176993249696
05031000045,05,031,000045,585.0299108128622,259.6099446694005,4.572607495616168,4.115538699956877,2.092177032551946,0.21132857252198758,0.9993974191042717,3.071884808818362,4.25805190733185,1.0239642483006595,0.03440900525411021,0.09338219434340267,0.05897318908929246,591.93545205694,252.63387089603688
05031000046,05,031,000046,757.1840133731909,262.02854169304135,27.000914154322395,1.0003533518985757,1.000883379746439,3.457508754082879e-5,1.7667594928778607e-4,0,3.0005300278478635,3.5335189857557214e-4,1.0002112510368286,3,2.1125103682861484e-4,756.1847854266516,287.02935212210116
05031000047,05,031,000047,910.8390482101988,140.97508869115043,3.9992932962028487,1.9996466481014243,4.999116620253561,0,0.9998233240507122,0,2.999469972152137,1.9996466481014243,0.9998233240507122,0,0.9998233240507122,913.838518182351,144.97438198735327
05031000048,05,031,000048,608.9093831062517,166.82938856084036,9.704469228865012,2.9147704073807046,1.936182223612073,0.9680911118060365,0,0.9706550786854928,2.9252674793433,2.912206440501248,0,1.936182223612073,0,617.6294126042549,177.52879459252983
05031000049,05,031,000049,176.45497537239342,45.199629659253425,1.8012749823389667,0.02326221724943042,0.03094640761999917,0.015473288977660999,0,5.215603144680239e-5,0.00784099913555481,1.7033532282624628e-7,0.015473203809999584,0.007736601904999792,8.516766141312314e-8,182.74775501434578,40.731543429480816
05031000050,05,031,000050,473.6993940413336,114.50656266232262,4.048182094666732,3.0194706664677557,0,0.99537961913439,0,0,1.062043237263562,2.024091047333366,0,0,0.99537961913439,491.54956356762347,100.80457065789327
05031000051,05,031,000051,513.0715219889977,96.55521972327459,3.007515927122017,2.983273291938154,3.965181994265458,1.982590997132729,0,0.009386796239060852,1.0100690910444863,0,1.982590997132729,0.9912954985663645,0,522.0968042917166,93.54888702833303
05031000052,05,031,000052,126.47666073139995,32.503769309567154,3.2422778433294197,1.0734759091034478,0.05918662449632359,0.029593312248161793,0,1.01525718413576,2.059139780991046,0.08297253957267114,0.001935799057271413,0.05628292591041647,0,135.6226864843795,30.829898914191304
05031000053,05,031,000053,223.43485271365898,36.4377034269735,2.197042712443371,0.9859368823712835,0.008598759942137452,0.008871670701021774,0,0.004648784908239525,1.9358261413716222,0.9807271568961863,3.8403974396456603e-4,0.008598759942137452,0.004620295697948618,222.40239547122138,42.58683202342714
05033000001,05,033,000001,541.7538461538461,157.95384615384614,7.184615384615385,1.0615384615384615,0,1.0307692307692309,1,0,4,3,2,0,1.0307692307692309,557.1692307692308,159.75384615384615
05033000002,05,033,000002,197.9456445275638,44.98764648353722,2.999176432235815,0.9997254774119383,0.9997254774119383,0,0,0,0.9997254774119383,0,1.9994509548238766,0,0,205.9434483468593,46.9870974383611
05033000003,05,033,000003,1019.0543554724362,252.01235351646278,10.000823567764186,2.000274522588062,2.745225880616989e-4,1,0,0,3.000274522588062,1,1.0005490451761234,0,0,1030.0565516531408,258.0129025616389
05033000004,05,033,000004,607.0399445028169,140.0081739716189,8.000616903518408,2.000154225879602,1,0,0,0,3,2,2,1.5422587960191208e-4,0,621.0394818251781,145.0094077786557
05033000005,05,033,000005,28,2,0,0,0,0,0,0,0,0,0,0,0,26,4
05033000006,05,033,000006,193.89424874590452,33.410883195252815,4.176186862209482,0.016051364365971106,0.047775947281713346,0,0.016051364365971106,0,0,0,0.047775947281713346,1.016051364365971,0.1116032589293978,189.78302363279133,41.03348309317989
05033000007,05,033,000007,679.4808168192783,120.11832653615794,10.25739540850987,1.0233995825918065,0,0,0,0,0.1403974955508385,1.0701987477754193,0,2,1,681.0830239152176,129.8203140139121
05033000008,05,033,000008,147,52,3,0,0,0,1,0,0,0,0,0,0,144,57
05033000009,05,033,000009,173,32,3,0,0,0,0,1,1,0,0,0,0,181,30
05033000010,05,033,000010,762,136,14,0,2,0,0,1,0,1,0,1,2,766,151
05033000011,05,033,000011,491.4068630693062,158.23816663482822,13.572377863928104,1.7472574428885992e-6,8.736287214442996e-7,1.7472574428885992e-6,0.9614764638925858,0,0.9614799584074716,0.01861789490531719,2.6208861643328987e-6,0.01862051579148152,2.6208861643328987e-6,510.7108543168633,156.35246696942812
05033000012,05,033,000012,543.7681729171446,146.24674206325474,9.009469748843818,2.999981979773336,0.9999939932577786,0,0,0,1.9999879865155572,0,0,1.9999879865155572,0.9999939932577786,557.7680888227535,151.25623583906744
05033000013,05,033,000013,258.9600554971831,52.9918260283811,3.9993830964815924,0.9998457741203981,0,0,0,0,0,0,0,0.9998457741203981,0,255.9605181748219,60.99059222134428
05033000014,05,033,000014,190,31,0,0,0,0,2,0,0,1,0,0,0,185,40
05033000015,05,033,000015,896.5191831807217,171.88167346384208,10.74260459149013,0.9766004174081936,0,0,0,0,5.859602504449161,2.9298012522245807,0,0,0,879.9169760847824,201.1796859860879
05033000016,05,033,000016,593.6839434001695,88.72728948248181,5.574564227752607,1.8087916042369412,0,0.9043958021184706,0,0.02116991643454039,0,0.02116991643454039,0,0.02116991643454039,0.9043958021184706,576.3734036613114,112.5802990005147
05033000017,05,033,000017,389.47091979342133,65.33095736119448,0.9757660537883777,0.0029427501337613697,0.9522240527182867,0,0.0029427501337613697,0,0,0,0.9522240527182867,0.0029427501337613697,1.9073908555703347,386.620133135534,73.9362868372642
05033000018,05,033,000018,213,31,2,0,1,0,0,1,1,1,0,0,2,215,37
05033000019,05,033,000019,99.66603114443669,20.47203249731874,1.9962248769203397,2.943358942568975,0,0,0,0,0.9924481748144438,0.01132852729145211,0.01132852729145211,0.01132852729145211,0.01132852729145211,104.59428643663453,20.540003661067455
05033000020,05,033,000020,638.6348314606741,193.2581594435527,7.84804708400214,0.9810058855002675,0,0,0.9810058855002675,0,0,0,0,0.9810058855002675,0.9810058855002675,640.5968432316747,205.0302300695559
05033000021,05,033,000021,94.31059806744278,11.956633702319426,0.0035587188612099642,0,0,0,0,0,0,0.0035587188612099642,0.0017793594306049821,0,0.0017793594306049821,92.33028129973712,12.952130164464077
05033000022,05,033,000022,58.19321615646938,21.038878860752988,0.0011781472955450323,0,0,0,0,0,0,1.001178147295545,5.890736477725161e-4,0,5.890736477725161e-4,59.190859861878295,21.04182422899185
05033000023,05,033,000023,371.1483955738052,98.73587431569648,2.594249001765278,0.9999999002436615,0.9999999002436615,0.9999999002436615,0,0,1.999999800487323,2.9999997007309847,0,1.999999800487323,0,376.12159440500676,108.54160602126842
05033000024,05,033,000024,431,102,5,0,1,0,0,0,1,0,0,0,1,438,98
05033000025,05,033,000025,82.12002777307403,35.05392552123615,8.697664715509128e-4,4.348832357754564e-4,4.348832357754564e-4,0,0,0,0,4.348832357754564e-4,4.348832357754564e-4,0,0,83.11872312336669,34.05566505417926
05033000026,05,033,000026,507,106,6,3,0,0,1,0,3,1,0,0,0,516,106
05033000027,05,033,000027,338,66,4,0,1,0,0,0,0,1,0,0,1,332,79
05033000028,05,033,000028,41.00131774255517,3.001071197173884,5.100938923255842e-5,0,8.501564872093069e-6,0,0,0,1.7003129744186138e-5,8.501564872093069e-6,0,0,0,40.001394256639024,5.001045692479267
05033000029,05,033,000029,419.0625,161.48271276595744,11.888297872340427,0,0,0,0,0,0,1.9813829787234043,0,1.9813829787234043,0,426.9880319148936,165.44547872340425
05033000030,05,033,000030,604,234,13,0,0,2,0,0,0,2,0,1,1,626,230
05033000031,05,033,000031,1417.998761194473,409.9996418122242,19.999982527425573,1.999998252742557,0.9999991263712785,1.999998252742557,0.9999991263712785,0,4.999995631856393,0.9999991263712785,2.9999973791138355,3.999996505485114,2.9999973791138355,1430.9987498372996,429.99962433964976
05033000032,05,033,000032,227,124,3,0,2,0,1,0,0,1,3,1,1,237,126
05033000033,05,033,000033,916.2131466520617,286.7506372022357,20.981752443312143,4.995671011492015,1.9981803995640688,4.393624295756009e-5,0.9990901997820344,3.9963607991281376,2.997270599346103,2.9974027394420313,2.997270599346103,0,1.9982904058549902,934.1963318798099,312.72832294902935
05033000034,05,033,000034,486,164,12,1,1,0,1,0,3,2,2,0,0,492,177
05033000035,05,033,000035,353,160,9,2,3,1,0,0,1,0,3,0,0,362,163
05033000036,05,033,000036,405.1461113818052,119.12924201674163,3.074200428631583,0,0.9995762435061252,0,0,0,1.0042932246382006,1.0090102057702761,1.0090102057702761,1.0042932246382006,1.0042932246382006,414.2224862526056,119.15754390353408
05033000037,05,033,000037,477.00000000000006,156,9,1,0,0,0,1,3,1,0,0,0,495,156
05033000038,05,033,000038,625.1699263540438,223.05000326627726,7.001271269481625,2,1.000423756493875,0,1,0,2.0004237564938747,3.0004237564938747,1.000423756493875,1.000423756493875,1.000423756493875,636.1737401624887,227.05000326627723
05033000039,05,033,000039,537,188,9,0,0.9999999999999999,0,0,0,0,0.9999999999999999,0.9999999999999999,0,1.9999999999999998,547,191
05033000040,05,033,000040,910.683962264151,248.82075471698113,15.924528301886793,0,0,0,0,0,0.9952830188679246,1.9905660377358492,1.9905660377358492,0.9952830188679246,0.9952830188679246,927.6037735849058,254.7924528301887
05033000041,05,033,000041,184.2318270828554,25.753257936745275,0.9905302511561829,1.802022666412385e-5,6.0067422213746174e-6,0,0,0,1.2013484442749235e-5,0,0,1.2013484442749235e-5,6.0067422213746174e-6,184.2319111772465,26.74376416093257
05033000042,05,033,000042,392.50257466529354,74.15036045314109,2.966014418125644,0,0,0,0,0,0.9886714727085479,0.9886714727085479,0.9886714727085479,0.9886714727085479,0.9886714727085479,394.47991761071063,80.08238928939238
05033000043,05,033,000043,26.69491525423729,1.9067796610169492,0,0,0,0,0,0,0,0,0.9533898305084746,0,0,27.64830508474576,1.9067796610169492
05035000011,05,035,000011,167.4056603773585,79.49292452830188,1.7334905660377358,0,1.2382075471698113,0,0,0,0.49528301886792453,1.4858490566037736,0.7429245283018868,0.24764150943396226,0.49528301886792453,176.07311320754715,66.36792452830188
05035000012,05,035,000012,508.59433962264154,241.50707547169813,5.2665094339622645,0,3.7617924528301887,0,0,0,1.5047169811320755,4.514150943396227,2.2570754716981134,0.7523584905660378,1.5047169811320755,534.9268867924528,201.63207547169813
05035000013,05,035,000013,264.836920076377,232.26820585905446,3.540551784503007,0.8084914659404511,1.813264524755058,0.6249247008621736,0.22677831164639603,0.41199894773503115,3.9065475839361867,1.2371345739284685,0.814590809694899,1.8332164270287596,0.814590809694899,281.9204078136552,199.1036224955418
05035000014,05,035,000014,24.451937224129477,21.430848455125062,0.32099068170671896,0.07552721922511035,0.16993624325649828,0.056645414418832765,0.01888180480627759,0.03776360961255518,0.35875429131927417,0.11329082883766553,0.07552721922511035,0.16993624325649828,0.07552721922511035,26.019127023050515,18.334232466895536
05035000021,05,035,000021,89.09079339824375,673.4516626761327,4.726646530531204,2.3629895909661554,0.7882316791285165,0.7877867800625876,7.41498443214881e-5,0.7877126302182661,7.87705215233834,2.3631378906547984,0.7878609299069091,5.513617662306255,2.3629895909661554,126.90003570074434,537.9784372505687
05035000022,05,035,000022,23.56113408151211,178.27229769639692,1.2510336680448908,0.6255168340224454,0.20850561134081513,0.20850561134081513,0,0.20850561134081513,2.085056113408151,0.6255168340224454,0.20850561134081513,1.4595392793857058,0.6255168340224454,33.569403425871236,142.40933254577672
05035000023,05,035,000023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05035000031,05,035,000031,66.36954389406571,58.169445806768024,0.8712604217753801,0.20500245218244237,0.46125551741049536,0.15375183913683177,0.05125061304561059,0.10250122609122118,0.9737616478666012,0.30750367827366354,0.20500245218244237,0.46125551741049536,0.20500245218244237,70.6233447768514,49.76434526728789
05035000032,05,035,000032,244.5203052964355,210.42292358175558,2.2744207460404695,1.0308596988327692,2.015880855555279,1.0323380778618274,2.0309750503769353,0.017074390379772486,2.2208799042538447,2.104574111159565,0.045838542110259325,0.05222680419743373,0.049744792110259325,262.6258952068265,183.34574825329588
05035000033,05,035,000033,268.3361942128494,235.18268759195686,3.522560078469838,0.8288376655223149,1.8648847474252084,0.6216282491417362,0.20720941638057871,0.41441883276115743,3.936978911230996,1.2432564982834724,0.8288376655223149,1.8648847474252084,0.8288376655223149,285.53457577243745,201.20034330554194
05035000041,05,035,000041,31.6875,463.9248046875,0.990234375,0.4951171875,0.4951171875,0.990234375,0.990234375,0.990234375,2.4755859375,0.990234375,0.4951171875,2.970703125,2.4755859375,66.8408203125,357.9697265625
05035000042,05,035,000042,31.872415292304396,466.632080138894,0.9960129778845124,0.4980064889422562,0.4980064889422562,0.9960129778845124,0.9960129778845124,0.9960129778845124,2.490032444711281,0.9960129778845124,0.4980064889422562,2.988038933653537,2.490032444711281,67.23087600720459,360.0586915052512
05035000051,05,035,000051,11,378,2,1,0,0,0,2,2,0,1,2,3,40,285
05035000052,05,035,000052,67.67707393639623,389.40614515237627,1.9644960017903663,0.015804828998759398,0.028230264633279233,0.948054339978209,0.005417327372475731,1.8715071302209432,5.7084045684695885,0.9525773611133491,0.9476071868595412,3.7642364168131217,2.8112119025811046,88.57944813731976,295.6453529029971
05035000054,05,035,000054,29.936371453138435,43.14359415305245,0,0.4402407566638005,0,0.22012037833190026,0.6603611349957007,0.22012037833190026,0.22012037833190026,0,0,0,0.22012037833190026,35.879621668099745,34.77901977644024
05035000055,05,035,000055,38.39495557466323,55.33390656348524,0,0.5646316996274003,0,0.28231584981370017,0.8469475494411005,0.28231584981370017,0.28231584981370017,0,0,0,0.28231584981370017,46.01748351963313,44.60590427056463
05035000056,05,035,000056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05035000057,05,035,000057,31.921061862559476,67.95723468264607,0,0.021104657199905442,0,0.010552328599952721,0.03165698579985817,0.9939699148246594,0.9939699148246594,0.9834175862247067,0,0.9834175862247067,0.010552328599952721,36.13964507965703,47.88789447135374
05035000058,05,035,000058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05035000059,05,035,000059,20.920634089696257,68.6900563514158,0.391866244922066,0.12149532710280374,0,0.26124416328137734,0.391866244922066,0.391866244922066,1.4368428980475754,0.9143545714848206,0.13062208164068867,0.6439836536655584,0.26124416328137734,28.554322870193808,49.662602886661375
05035000060,05,035,000060,35.96487596026439,94.37762751988845,0.7241250193341825,0,0,0.482750012889455,0.7241250193341825,0.7241250193341825,2.6551250708920024,1.6896250451130925,0.2413750064447275,0.96550002577891,0.482750012889455,48.2750012889455,73.13662695275244
05035000061,05,035,000061,15.800291191458383,41.462509099733076,0.318126668284397,0,0,0.21208444552293132,0.318126668284397,0.318126668284397,1.1664644503761223,0.7422955593302596,0.10604222276146566,0.42416889104586264,0.21208444552293132,21.20844455229313,32.130793496724095
05035000062,05,035,000062,10.542056074766354,127.38317757009345,0,0.8785046728971962,0,0,0,0,0,0,0,0.8785046728971962,0,17.570093457943923,72.91588785046729
05035000063,05,035,000063,279.2193173863605,139.88978791195015,5.04482693591081,0.06970157674997593,1.630239874215994,1.647665268403488,1.638952571309741,0.8341804454177462,4.179065930362586,0.04356348546873496,0,2.4845669482458526,0.032129553950369656,294.2644989825508,122.07197136960052
05035000064,05,035,000064,44.532418293546506,21.86642395769416,0.8009468405876157,0.004789655987982141,0.26618400419787486,0.26618400419787486,0.26618400419787486,0.1354868300929285,0.6678548384886782,0.0023948279939910704,0,0.41125014626676765,0,46.94244329929133,19.057122945652527
05035000065,05,035,000065,883.253575880194,620.2248778877922,13.89377028103944,2.9360819432687366,1.026515341022822,2.000948331748359,1.2739654005054923,0.7623571176868279,11.923549587165674,3.364333370160249,1.184845247485405,3.510433173514684,1.7044652364749744,926.2818623777616,572.3108942345131
05035000066,05,035,000066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05035000067,05,035,000067,917.0416914009663,587.4682874002967,14.040122591956777,5.911630565034433,0.7389538206293041,2.2168614618879126,1.4779076412586083,0.7389538206293041,8.128492026922345,3.6947691031465206,0,4.433722923775825,1.4779076412586083,946.5998442261385,532.7857046737282
05035000068,05,035,000068,535.214728399501,602.3344692908247,13.080269498464297,1.4786897139925057,0.7322651063235524,1.4579696544635043,1.451945285821572,0.7271500707913303,10.164632183119265,5.07495540757754,2.1675869904156726,2.196294000103976,2.1757163645609423,585.2317753436681,560.0613479631377
05035000069,05,035,000069,748.0101218916263,416.0664203834882,9.094347986524332,0.9094347986524332,0.9094347986524332,1.3641521979786497,0.4547173993262166,0.4547173993262166,10.913217583829198,0.9094347986524332,0.9094347986524332,2.273586996631083,0.9094347986524332,778.4761876464828,389.2380938232414
05035000070,05,035,000070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05035000071,05,035,000071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05035000072,05,035,000072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05035000073,05,035,000073,19.162824557146322,50.28633826741083,0.3858286823586508,0,0,0.2572191215724339,0.3858286823586508,0.3858286823586508,1.4147051686483865,0.9002669255035185,0.12860956078621694,0.5144382431448677,0.2572191215724339,25.721912157243388,38.968696918223735
05035000074,05,035,000074,57.018442125697646,149.62557631642804,1.1480223246784762,0,0,0.7653482164523174,1.1480223246784762,1.1480223246784762,4.2094151904877455,2.678718757583111,0.3826741082261587,1.5306964329046349,0.7653482164523174,76.53482164523174,115.95025479252608
05035000075,05,035,000075,22.573722627737226,12.556204379562045,0.27445255474452557,0.027445255474452555,0.027445255474452555,0.041167883211678837,0.013722627737226278,0.013722627737226278,0.3293430656934307,0.027445255474452555,0.027445255474452555,0.06861313868613139,0.027445255474452555,23.493138686131388,11.746569343065694
05035000076,05,035,000076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
05035000077,05,035,000077,98.32987749483469,17.7977326202846,0.78429147322747,1.5384615384615385,0.7692307692307693,0.7692307692307693,0.00502023466556693,0,0.01004046933113386,0.00502023466556693,0.7692307692307693,0.00502023466556693,0,93.75465475677461,20.09538445864577
05035000078,05,035,000078,18.042115741110244,20.405066779509404,0.44305331969984235,0.04922814663331582,0.02461407331665791,0.04922814663331582,0.04922814663331582,0.02461407331665791,0.3445970264332107,0.17229851321660536,0.07384221994997373,0.07384221994997373,0.07384221994997373,19.740486799959644,18.977450527143247
05035000079,05,035,000079,3,55,0,0,0,0,0,0,2,0,0,0,0,7,46
05035000080,05,035,000080,17.26888513635686,6.216798649088471,0.08634442568178431,0.17268885136356862,0,0,0,0.08634442568178431,0.08634442568178431,0.08634442568178431,0,0.43172212840892155,0,17.78695169044757,5.698732094997765
05035000081,05,035,000081,3.4738034585929785,54.48850992521737,0.9943030739394131,0,0,0,0,0.9852958402371244,1.975095297325393,0,0.009007233702288788,0,0.9852958402371244,10.384385190806281,44.60852982173925
05035000082,05,035,000082,69.38253408298614,24.97772486971793,0.3469139191904208,0.6938243895187286,5.748103521832301e-7,5.748103521832301e-7,5.748103521832301e-7,0.34691248216454035,0.34691363178524476,0.3469121947593643,0,1.7345618360123496,0,71.4640124248355,22.896245665653048
050370000P1,05,037,0000P1,32.87703570554401,107.53898600338816,1.9924149973597562,0,0.0010941245540144011,0,2.986434246931606,0,3.9826417456114838,1.9913208728057419,0.0010941245540144011,0.9951133741258638,0,49.79943368845376,94.59704151698186
050370000P2,05,037,0000P2,34.92208984694183,60.86010662831427,1.9953625498820413,0,0.9976812749410207,7.375509104791492e-5,0.9976812749410207,0,1.995657570246233,0.9976812749410207,0.9976812749410207,0,0,39.91064373182903,55.87155274342707
050370000P3,05,037,0000P3,10.006654608334067,78.00317606306852,1,1,0,1.5124109850150552e-4,2,0,1.000604964394006,1,0,0,0,21.006957090531067,59.00287358087153
050370000P4,05,037,0000P4,48.76091614204993,26.5145226398313,0.044261733892707496,0,0.001224600504964951,1.0208832264800922,0.06987984708623013,0.032031060422227614,4.137559670849072,0.0857452139507127,0.011942724207094574,0.04760292714938385,0.021354040281485076,51.37190651043135,23.52802080902667
05037000C01,05,037,000C01,133.01397205588822,33.253493013972054,0,0,0,0,0.9780439121756487,0,0,0,0,0,0,132.03592814371257,34.231536926147704
05037000C10,05,037,000C10,199.18797124749042,39.07692132425187,1.9952703492753565,0,0,0,1.0777988732546329,0,0,1.0777988732546329,0,0,0,187.29651285045526,47.89531049875706
05037000C20,05,037,000C20,90.64769360667003,12.949669568321184,3.8990716139595863e-7,0.9961280984109545,3.8990716139595863e-7,3.8990716139595863e-7,3.8990716139595863e-7,0,0.9961280984109545,0.9961284883181158,0.9961284883181158,0,0,93.63607868171721,11.95354146991023
05037000C21,05,037,000C21,92.53757902874527,10.837968718801882,0.9806939998312992,0.003871901589045494,0.9806939998312992,0.9806939998312992,0.9806939998312992,0,0.003871901589045494,0.9845659014203447,0.9845659014203447,0,0,94.510582733175,10.834096817212837
05037000C22,05,037,000C22,156.94585261296183,24.9499429451326,0.005392966018087132,0,0.0010778873518461206,2.487432350414125e-4,0.9225327843920891,8.291441168047083e-5,3.316576467218833e-4,0.9224498699804086,4.145720584023541e-4,4.97486470082825e-4,8.291441168047083e-5,157.83971552793577,23.129895482393795
05037000C23,05,037,000C23,374.66537555495154,67.34685602971823,1.7142339403823503,0.8507067137809188,2.564940654163269,0.8635272266014316,2.564940654163269,0,0.8507067137809188,4.266354081725106,2.564940654163269,0,0.8507067137809188,382.3473770046208,70.74968288484189
05037000W01,05,037,000W01,384.23694613530097,147.0453355390621,2.0031972729319407,9.591100957548391e-4,4.7955504787741953e-4,1.0003997488462768,2.0017586077883083,0,1.0023179690377866,0.9999201937983994,2.999760581395198,9.591100957548391e-4,0,406.23998594934454,127.04645210804625
05037000W02,05,037,000W02,533.0683143709634,171.68626261727877,1.989172191642291,0.0015503883238618481,1.9845210266707054,7.751941619309241e-4,6.946211190428435,0,2.9794947195728163,1.9837458325087745,2.975618748763162,0.0015503883238618481,0,549.9379058889073,159.7830124280642
05037000W03,05,037,000W03,146.0897365317525,204.45861379140442,5.005925646853553,0.9964430026907358,0.013961188452466678,8.423487010118652e-4,3.982402615958896,1.9895166105774242,6.967519880526044,3.9921520609063035,2.9973937556175914,0.9964430026907358,0,178.8727087342843,173.69897701726205
05037000W04,05,037,000W04,174.80313999995997,335.2939753035598,4.242880224336556,1.120540219581752,1.3576183069677088,2.1186869039126583,6.357161995040223,2.9977439028994626,2.1230920371216495,5.591688264886282,2.3557649912986154,0.002202566604495511,2.1175856206104107,205.863399030074,301.79480186210674
05037000W05,05,037,000W05,738.5190283042026,186.75681425806667,4.890165134312149,0.026502115428336744,1.9322141498393564,0.013251057714168372,1.0124857769192674,0,2.9446999267586236,3.837926184250376,1.918963092125188,0.026502115428336744,0.959481546062594,740.5705019734694,190.5814893846029
05037000W06,05,037,000W06,590.4579781244399,128.593684477006,7.158215630682812,1.9856306055756718,1.119245963104456,0.9976701883600667,4.094901164195987,0.012739486523113156,5.11454593392197,0.26583602450327304,0.16053902088281638,1.9723428168568151,0.05455827502310848,600.8227729941776,127.5347177391611
05037000W07,05,037,000W07,186.38167375056972,33.962838005516474,2.0090980095430266,0.0176678445229682,1.0398846938174497,0.0176678445229682,0.053003533568904596,0,0.0176678445229682,1.0752203828633862,1.0398846938174497,0,0.0176678445229682,182.59315971028224,39.95479634509962
05037000W08,05,037,000W08,81.64322008950309,10.649115663848228,0.8874263053206858,0,0,0,1.7748526106413716,0,0,0,0,0.8874263053206858,0,82.53064639482378,12.4239682744896
05037000W10,05,037,000W10,163.32374100719426,11.172661870503598,5.014388489208633,1,1,0,0.02877697841726619,0,1,0,1,0.014388489208633094,0,158.33812949640287,23.201438848920862
05037000W11,05,037,000W11,81.72359297228581,8.95613523598578,0,0.1381837892939925,0,0.998606088865979,0,0,0,0,0,0,0,82.58401527185781,6.958923058253822
05037000W12,05,037,000W12,698,76,5,0,1,1,4,0,2,0,0,0,0,693,84
05039000101,05,039,000101,26.418846118491587,153.63216821802683,0.03246753246753247,0,0.06493506493506494,0,1.0606499486357672,1.028182416168235,2.05636483233647,0.03246753246753247,4.015327067270342,0.03246753246753247,1.028182416168235,43.93041472581911,122.1156561739544
05039000201,05,039,000201,77,175,1,1,1,1,1,4,1,0,5,3,1,103,148
05039000301,05,039,000301,42.72727272727273,91.81818181818181,0.9090909090909091,0,1.8181818181818181,0,1.8181818181818181,0.9090909090909091,1.8181818181818181,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091,59.090909090909086,73.63636363636364
05039000401,05,039,000401,194.58892128279882,108.4868804664723,2.075801749271137,0,1.0758017492711371,0.037900874635568516,0.07580174927113703,1,3.0379008746355685,3,0.037900874635568516,0,0,216.46064139941691,89.57725947521865
05039000501,05,039,000501,199.74041997340913,76.67915156050718,1.5879900824030038,0,1.6464316158193708,0.7580174927113703,1.6642302706573735,0.0762401882543696,0.9104978692201094,0.07195509698026331,0.8471130298636328,0.05844155844155844,0.0762401882543696,218.2590767942662,57.29317011948338
05039000503,05,039,000503,51.632653061224495,18.775510204081634,0.40816326530612246,0,0.40816326530612246,0.20408163265306123,0.40816326530612246,0,0.20408163265306123,0,0.20408163265306123,0,0,56.3265306122449,13.877551020408163
05039000601,05,039,000601,10.57868252516011,12.609789569990852,0.4231473010064044,0,0.08462946020128088,0,0.2538883806038426,0,0.08462946020128088,0.16925892040256177,0.16925892040256177,0,0.08462946020128088,11.763494967978042,11.255718206770357
05039000602,05,039,000602,68.43963454340009,80.76130187239268,2.6956261019068557,0,0.5391240358297986,0,1.6173721074893959,0,0.5391240358297986,1.0782480716595972,1.0782480716595972,0,0.5391269972087299,75.98740954294338,72.13528472394765
05039000603,05,039,000603,51.31226770231731,55.39122482253065,1.8530054050362466,0.01601423487544484,0.38310102962436166,0.00800711743772242,1.141685270539417,0.015624935771390427,0.43075443514664175,0.7425700060396104,0.7585842409150553,0.01601423487544484,0.37509391218663923,56.618243262325514,49.54052139780157
